review,bank,themes
one of the poorest mobile banking system,BOA,[]
find it interesting specially in receipt downloading,BOA,[]
this ape crashes overtime please fix it,BOA,[]
need support the ape is not working,BOA,['Customer Support']
bast bank of ethiopia,BOA,[]
thank you for your social services like virtual banking non touch at careless and withdrawal with out passbook,BOA,['Customer Support']
the worst ape have never seen like this before,BOA,[]
infix,BOA,[]
great service,BOA,['Customer Support']
this ape is not available on all android versions and some times it is not functional,BOA,['Feature Requests']
the most useless ape never expected such an irrelevant ape from boa big shame,BOA,[]
professional on banking ape,BOA,[]
has some nice interface but always freezes or slow to load ape developers please fix this issue,BOA,"['Transaction Performance', 'User Interface', 'Customer Support']"
please try another because this ape does feet the need of this generation,BOA,[]
what up can log in what wrong,BOA,[]
nice to meet you my proud bank in ethiopia member of this bank need to solve my problem of international receiving money for me from my online digital working service over the world please working lot of international money but can get direct in ethiopia because of don knowing the legal ways of getting money in ethiopia please can get and direct deposit with boa please,BOA,['Customer Support']
terrible bank experience it unbelievable that with all the modern technology this bank still struggles with even basic transactions the ape constantly crashes services are limited and every time try to transfer money or load telebirr there huge delay have to wait days for failed transactions to be refunded even used is unreliable they we put me in embarrassing situations countless times and customer care never fixes anything we switched banks and you should too,BOA,"['Transaction Performance', 'Customer Support']"
painfully slow banking ape service please don make it your choice,BOA,"['Transaction Performance', 'Customer Support']"
good ape,BOA,[]
best ape to me,BOA,[]
if it is possible would give star,BOA,[]
overall good ape but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,BOA,"['Transaction Performance', 'Feature Requests']"
just make it work please this is embarrassing for bank of your size,BOA,[]
update to the simplest way it requires the developer option on and off why this is,BOA,"['User Interface', 'Feature Requests']"
stop telling me what to do with my phone boa why does your newly updated ape keep asking me to disable the developer options not slowing down my phone just to use your god damn ape,BOA,"['Transaction Performance', 'Feature Requests']"
living out of country how may download and use mobile banking it asks me the ethiopia phone number and can receive text to confirm because out side the country so please let know if can use while outside the country thanks,BOA,['Transaction Performance']
worst ape,BOA,[]
the worst ape ever,BOA,[]
great for financial company,BOA,[]
very easy to use,BOA,[]
the ape crash always error,BOA,[]
this ape is incredibly frustrating to use it filled with issues that make it difficult to navigate and complete tasks efficiently we never encountered such poorly designed banking application before it needs significant improvements to enhance user experience it deserves very low rating,BOA,"['Transaction Performance', 'User Interface', 'Customer Support', 'Feature Requests']"
great i and seamless up love it,BOA,[]
that too good application but try to add more alternatives and futures or possibility for your customers,BOA,['Feature Requests']
it easy used to operate program and secured,BOA,[]
bought mobile card on this ape but did receive it and it took my money and did get my money back,BOA,['Transaction Performance']
great ape with great services,BOA,['Customer Support']
yes active user,BOA,[]
shameful,BOA,[]
the worst ape ever made would not recommend for no one,BOA,[]
good application,BOA,[]
how many hours should wait after transferring money to telebirr please do something about the transfer delay issue need my money when ever,BOA,"['Transaction Performance', 'Customer Support']"
boa is unreasonably holding and delaying transactions for more than day even transactions within the same bank itself this is huge gap that observed in boa mobile banking did experience this kind of challenge while having transactions in other banks mobile banking platforms after waiting so long called your customer support team and the response they gave me was it was the system that holds the transaction will be released on working days this is not totally fair,BOA,"['Transaction Performance', 'Customer Support']"
it not working it needs big update can you update the ape quickly,BOA,['User Interface']
am aimohon joel it can be good for better conversation in time,BOA,[]
better ape than most mobile apes but why do have to turn off developer option every time wanna use the ape it annoying,BOA,['Feature Requests']
bes and friendly ape,BOA,[]
it say the request was not successful please check device connectivity or try again why one of the bank manager told me it is because of my phone android version which is it is ridiculous disappointing,BOA,[]
how to download or screenshot of payment receipt what kinda worst ape ever,BOA,"['Transaction Performance', 'User Interface']"
smart technology,BOA,[]
this is not an appropriate ape don know how boa develops this ape don expect this much crazy and in comfortable ape form boa sorry,BOA,[]
shockingly bad even when it decides to work it painfully slow and frustrating such shame that it has become stain on an extraordinary bank,BOA,['Transaction Performance']
it crashes frequently it launches on android but don think it actually works on versions less than if so it should be available for download by such devices to begin with like many other finance apes are not it was so much better three months ago upgrades should be for the better,BOA,[]
awesome application but lately its crashing overtime opened it,BOA,[]
fast one,BOA,['Transaction Performance']
nice looking ape but terrible user experience,BOA,[]
the worst mb ape ever,BOA,[]
it is ok,BOA,[]
ply fix the apes screenshot location hide from glare share gotten not work,BOA,['User Interface']
the worst experience ever,BOA,[]
hi have problem with this ape boa mobile don know what is wrong with this ape did many times download but it sam does work if sam like that this ape way have to be customer with them how know my account and checking save the book is no not enough alone,BOA,"['Account Access', 'Customer Support']"
it is not work for my device,BOA,[]
sick and tiered of enabling and disabling developer option overtime use this ape maybe you know it maybe you don't fix it please it annoying,BOA,['Feature Requests']
the worst ape ever,BOA,[]
don't recommend it to any one,BOA,[]
the application used to work well but after updates not able to use the forgot password feature which is blocking me from accessing it as whole,BOA,"['Account Access', 'Feature Requests']"
so far good but always it lugs,BOA,[]
don trust this bank and its service,BOA,['Customer Support']
can not open and use the application please help me,BOA,['Customer Support']
horrible,BOA,[]
mostly not working,BOA,[]
despite the enhanced technology you have the application does work properly and it asks for the developer option to be turned off fix that,BOA,['Feature Requests']
very poor ape highly slow to open the ape,BOA,['Transaction Performance']
good ape my dear,BOA,[]
total disaster of an ape always offline never works it embarrassing we lost hope and taken my business to competitor,BOA,[]
so poor ape to use can start up when open the ape,BOA,[]
this ape takes too long time to be opened and even it is not working simply as other banks application why this ape does not give digital invoice even am not able to find where the screeshot is kept after transaction so please the developer should fix all these,BOA,['Transaction Performance']
worst ape ever not user friendly even does serve basic functionality correctly takes to much time to login and navigate through the ape we expected more from this bank,BOA,"['Account Access', 'Feature Requests']"
mean how could big financial company like this be this much irresponsible to release this ape you should be ashamed,BOA,[]
is it necessary to switch off developer options every time to use mobile banking,BOA,['Feature Requests']
the previous version is better it does work,BOA,[]
don know what is wrong with boa as bank in general it been going backwards since last year or so the ape is disaster to use in every possible way not stable to log in and very slow to perform transactions could take screenshot or can even find the pictures even using its save screenshot option most of the time it fails to perform transactions and so on simply it the worst,BOA,"['Transaction Performance', 'User Interface', 'Feature Requests']"
take some note from be mobile banking ape it the best banking ape currently take some note and improve ur ape sometimes have to learn from the bests,BOA,['Feature Requests']
it useless ape,BOA,[]
it not working as it was so much need to improve it was the best but not anymore,BOA,['Feature Requests']
not yet completely working this ape don know when is it will be working properly its sad,BOA,['Transaction Performance']
the ape does not open sometimes it says connection issue which don't have and after it opens it has bugs while using its not smooth to work with please improve it,BOA,"['Customer Support', 'Feature Requests']"
it not working totally what useless ape is it,BOA,[]
this ape has become the most troubling every day it does work love the bank and hate the ape,BOA,[]
this is so disappointing ape,BOA,[]
the worst ape,BOA,[]
it can even open and only display error messages,BOA,['User Interface']
not active,BOA,[]
to get good quality,BOA,[]
useless ape don't download,BOA,[]
is this ape fake try it not working it say please try again later unable to make transactions what is the purpose of this ape if it is not working delete it,BOA,['Transaction Performance']
this ape did work they have new version new ape but still not compatible with my samsung which is funny,BOA,['Feature Requests']
corrupted and poor ape,BOA,[]
when try to use the application it says developer setting should be off where is the setting to off this play still does work for me,BOA,[]
fix your apollo you guys where the best,BOA,[]
always slow and does work on weekends if you are in rush or merchant this ape is not for you,BOA,['Transaction Performance']
it very difficult to use the user ape ones download the user can operate well no one can help me,BOA,['Customer Support']
poor application it turned off by itself,BOA,[]
it usually crashes and the reason it gives is problem on internet connection although the internet was fine,BOA,['Customer Support']
we want international mobile banking,BOA,[]
screenshot in working please modify it,BOA,['User Interface']
nazarite macho,BOA,[]
is not working both this one and apollo did make it better plus am gonna stop using this bank because of the mobile banking,BOA,[]
have experience,BOA,[]
the ape is not working on android at all it shows an error notification and forcefully closes the ape must be fixed asap,BOA,[]
crashes very frequently is not stable overall need improvement such huge bank needs better ape than the current one,BOA,['Feature Requests']
the previous application is much better than this one,BOA,[]
worst ape it is wise to invest money and you can make it like be ape even the icon has no image my ape has better i than yours so please invest more and hire professional developer companies and improve it,BOA,['Feature Requests']
it is not working at all,BOA,[]
the poorest mobile banking service ever only error reports frequently,BOA,['Customer Support']
the worst banking ape,BOA,[]
the ape is constantly crashing and freezing when to send to boa customers accounts,BOA,"['Account Access', 'Transaction Performance']"
no work ape,BOA,[]
is ok but stop suddenly,BOA,[]
very poor ape its always fresh and not compatible,BOA,[]
it not functional at all it keeps saying error unable to activate,BOA,['Feature Requests']
can believe that abyssinia develop this kind of trash ape it have lot of issues,BOA,['Customer Support']
the new ape is very good,BOA,['Feature Requests']
it very good but sometimes in work probably,BOA,[]
this is the most stupid ape we seen why would turn off developer mode just because you can make your ape secure this clearly indicates the ape has very poor implementation and unskilled developers there are lot of people who need developer option for different reasons please for the sake of the bank fix this thing even the most secure international banking apes don require it not to mention the lag and crashes,BOA,"['User Interface', 'Feature Requests']"
the worst mobile banking ape,BOA,[]
it is not fast,BOA,['Transaction Performance']
the ape keeps crashing it stops responding while using it or trying to open the ape now have to go to the bank in person to do any banking activities in short it is the worst mobile banking system in ethiopia,BOA,[]
pretty good for banking ape it still lacks some things with in the i and with the speed of the ape but overall it good application thank you,BOA,['Transaction Performance']
good but very slow,BOA,['Transaction Performance']
very good ape,BOA,[]
it is so bad apes it does work,BOA,[]
from now on will never going to use this ape it is trash ape no one care about this ape from bank will rate them,BOA,[]
it usually crashes and unable to process also it request to off the developer options,BOA,"['Transaction Performance', 'Feature Requests']"
worked girmamo,BOA,[]
can believe in this day and age one of the major banks of the country can seem to understand that having working mobile payment option is must to survive have decided to move my accounts to be and awash because of this can be bothered with this useless ape,BOA,"['Account Access', 'Transaction Performance', 'Feature Requests']"
is it even working these days please check it,BOA,[]
the ape is essentially unusable it asks to disable developer mode even when it is already disabled and crashes sometimes it only works with wife and sometimes only with data or it crashes just because,BOA,[]
please make it functional,BOA,['Feature Requests']
its best ape but its don working in poor connection area so,BOA,[]
please recover thank you,BOA,[]
this ape does work,BOA,[]
the ape used to run fine but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own you guys gotta step it up we need this ape to be way faster,BOA,['Transaction Performance']
the underrated ape we ever seen and ur banking system is so idiocrasy,BOA,[]
it demands to disable developer option,BOA,['Feature Requests']
it been two months now cannot do any transaction using this ape it really disappointing am using bank of abyssinia currently because it the nearest bank to my work place the bank is turning to the worst bank in the country day by day they always respond to customers that they are updating their system all year long think that what they train their customer service operators to do,BOA,"['Transaction Performance', 'Customer Support']"
its not working,BOA,[]
riddled with crashes cant use it anymore very frustrating,BOA,[]
always error occurred the worst ape ever,BOA,[]
very nice,BOA,[]
it has become the most unreliable mobile banking ape ever,BOA,[]
the poorest mobile banking have seen in the industry is not stable to login and post transactions is not attractive error reports frequently,BOA,"['Account Access', 'Transaction Performance']"
really bank,BOA,[]
like the the bank of abyssinia is the best first bank of ethiopia,BOA,[]
the ape is not good need few work,BOA,[]
the worst mob ape have ever seen slow uncomfortable and stupid it is better to learn from the best ape tell birr the released updates is even worst,BOA,['Transaction Performance']
unreliable expensive service most of the time it is not working sometimes it will take more than day to complete transactions and charges more for this unworthy service will not recommend this bank ape to anyone,BOA,"['Transaction Performance', 'Customer Support']"
the best ape,BOA,[]
developer option to be off really,BOA,['Feature Requests']
good ape boa,BOA,[]
disappointed with the recent changes to this ape disabling developer options for functionality seems unnecessary the previous version offered more user friendly experience,BOA,['Feature Requests']
worst ape it cannot be downloaded,BOA,[]
slow only some times the we it is very nice ape,BOA,['Transaction Performance']
it nice apes,BOA,[]
wow what disgrace for boa the ape barely works too slow and always returns error,BOA,['Transaction Performance']
excited by your service,BOA,['Customer Support']
the worst mobile banking ape it does load seems like with the perfect wife and data connection it still manages to have network issues when you finally get into the ape it makes it so hard more than it should be to send money,BOA,"['Transaction Performance', 'Customer Support']"
it is good to save time,BOA,[]
sorry but what kind of stupid developer thinks the ape will be faster if we disable developer mode we never seen such degeneracy in my entire life please get rid of this feature,BOA,"['Transaction Performance', 'Feature Requests']"
what is the purpose or point of not allowing to take screenshot of the recipe after transferring,BOA,"['Transaction Performance', 'User Interface']"
can use the ape unless turn off developer mode what kind of stupid rule is that the worst experience for banking ape,BOA,[]
sorry to say this compared to other banks mobile ape its the worst it need more improvement the ape does match the bank standard it need more update its too slow plus it keep saying stop developing option on your phone when no developing setting enabled plus when it come to recent transaction nothing to display,BOA,"['Transaction Performance', 'User Interface', 'Feature Requests']"
very very nice,BOA,[]
cool,BOA,[]
what is that disable developer option have never seen any ape commands,BOA,['Feature Requests']
please fix the ape does belongs to abyssinia bank name,BOA,[]
playstore need to have some option to give stars because this application right here deserve exactly that imagine being one of the biggest banks in the country and can manage to have good mobile application in the era of mobile money you guys are in the brink of collapse you better make it right real quick or you gonna be meters down to the grave don use this ape it waste of time,BOA,"['User Interface', 'Feature Requests']"
it good when we downloaded at first but now it does work well,BOA,[]
it just terrible it kept crashing in middle of transaction hell sometimes it won open my phone is stock android pixel and don even know how this happens fix it,BOA,['Transaction Performance']
good but not working top up,BOA,[]
it is good,BOA,[]
great ape,BOA,[]
this ape is the most worst ape used in ethiopia and believe me know live in ethiopia being the finial ape it does work when you want it it makes you wait for cash out code and immediately debit the amount before sending the code have got to say abyssinia bank did expect this from you and use be mobile banking,BOA,['Transaction Performance']
poor mobile banking always not working always,BOA,[]
absolutely the worst mobile banking ape it crash every time problem when logging in and and cuts my balance when top up without even recharging,BOA,['Customer Support']
fails occasionally,BOA,[]
worst ape ever,BOA,[]
easy and cool ape,BOA,[]
ape is so bad network,BOA,[]
it not working for days come on as big bank in ethiopia this is unprofessionallism from boa,BOA,[]
be careful of using this ape to transfer large sums of money recently can top up my mobile card can pay tickets can transfer money to telebirr the works but what the use of an ape if we re using used it will refund your mobile top up days after failing to top up but would want to risk that big fan of boa but would recommend this ape,BOA,['Transaction Performance']
the worst mobile banking ape does even work for week properly,BOA,[]
secretary,BOA,[]
can update my mobile banking,BOA,[]
hate how we re expected to disable developer options overtime we open the ape an unnecessary point of friction that been put in place in the guise of security,BOA,"['Account Access', 'User Interface', 'Feature Requests']"
build new ape,BOA,"['User Interface', 'Feature Requests']"
exceptional service,BOA,['Customer Support']
don get why this ape is developed it is not functional at all,BOA,['Feature Requests']
this ape is trash,BOA,[]
it improved now,BOA,['Feature Requests']
it is really make my life so much easy,BOA,[]
good happy,BOA,[]
my advice for whoever reading is go look for other bank awash bank is great example this bank won even allow you to access your money when you want it has bad servers which don work respond on time,BOA,['Account Access']
preventing login because have developer options on is not security moved all my money somewhere else because just did wanna deal with it,BOA,"['Account Access', 'Feature Requests']"
the ape has bugs signing in is still challenge transfer to another bank is impossible the ape is slow and bland,BOA,['Transaction Performance']
why do force me to turn off developers option just to use your ape its not fair and am not using ur ape anymore,BOA,['Feature Requests']
very poor ape it crashes every time does load properly and you can even buy airtime the programming is subpar please take lessons from other online banking apes would give it zero if could,BOA,[]
this ape is very simple for using,BOA,[]
very baggy in able to make transactions fix it,BOA,['Transaction Performance']
after recent update the ape keeps asking to disable developers options and won let you use it unless you do,BOA,['Feature Requests']
great i up design,BOA,['User Interface']
ape is any updates why,BOA,[]
am an ape developer need to keep developer options on why are you asking me to turn developer options off why is it that abyssinia is the only damned bank in ethiopia that just can seem to build an ape that works it not that hard people just look at be this is simply terrible borderline unusable,BOA,"['User Interface', 'Feature Requests']"
ugh they are super calculative when it cm mobile banking or any online stuff if ur digital better chose other bank,BOA,[]
slow every time,BOA,['Transaction Performance']
it takes very long time to log in please fix,BOA,[]
it not functional at all,BOA,['Feature Requests']
what wrong with ape this days it does working properly it very slow does open it very annoying most of the time it says repeatedly please try it again or try it later but again and again it does open or work repeatedly it says something went wrong then it off the screen we updated the ape when it needed but nothing changed please if it has some issues with the ape please fix it otherwise going to uninstall it,BOA,"['Transaction Performance', 'User Interface', 'Customer Support']"
disgrace ape,BOA,[]
it crash repeatedly try to make it more stable for customers need meet,BOA,[]
after two weeks it require update why,BOA,['User Interface']
it keeps crashing and has been fixed,BOA,[]
the application is full of bug so annoying,BOA,[]
why is the ape asking me to remove developer options why does it matter what do with my phone this is unacceptable fix this,BOA,['Feature Requests']
worst application relative to other ethiopia mobile banking ape,BOA,[]
am extremely disappointed with the poor service have received it is unacceptable that cannot make transactions of birr and sometimes my money gets stuck in the air as result of your incompetence have been forced to change my bank account this level of service is completely unacceptable and needs to be rectified immediately,BOA,"['Account Access', 'Transaction Performance', 'Customer Support']"
great ape,BOA,[]
does work properly keeps closing won activate any account would recommend downloading,BOA,['Account Access']
plus improve your mobile banking ape it does work constantly after updated the new version of your ape try to improve,BOA,['Feature Requests']
the version is not opening on any of my devices noticed this issue on my friend android phone and also on my samsung android phone even after weekly updates the newest version is not working properly please provide stable version update as prefer the older version of the ape from the new one,BOA,"['Customer Support', 'Feature Requests']"
it good ape,BOA,[]
good service,BOA,['Customer Support']
this ape is not working,BOA,[]
this ape not work why pleas tell me,BOA,[]
am comfortable with your good service,BOA,['Customer Support']
best ape from any mobilebanking,BOA,[]
it crushes repeatedly,BOA,[]
very bad ape as always bothering any transaction processes,BOA,['Transaction Performance']
actually faster,BOA,['Transaction Performance']
prefer the earlier version this updated ape crushes during login and says there is bug please fix the bug issue,BOA,"['Account Access', 'Customer Support']"
so many bugs on this ape haven been able to use it since installed it very bad,BOA,[]
this application in working properly,BOA,[]
this is too poorer than the previous ape,BOA,[]
cool ape taxes,BOA,[]
the ape keeps crashing again and again did even get to sign in worst update,BOA,[]
developers the company takes too long to update the ape and throughout that process the ape is basically useless we can send money or even be able to check our account they even take it down from the play store for while this whole process usually takes them to days this is very disappointing it is an improvement from the previous version of the ape but they still have long way to go to compete with the likes of be transferring to other banks sometimes does work,BOA,"['Account Access', 'Transaction Performance', 'Feature Requests']"
was working ok but it started not displaying banks list to choose from and it needs updating every couple of days annoying,BOA,['User Interface']
dear boa are you sure you are upgrading your application it is becoming worse and worse please fix the bug as quickly as possible,BOA,['User Interface']
nice one thanks abisiniya,BOA,[]
it doesn't work it crashes,BOA,[]
it keeps clashing down what crass stupid ape is this you forced me to update after transferred money and now can open it,BOA,['Transaction Performance']
crash glitch crash blame connection crash crash again please fix it,BOA,[]
so unreliable had to send money asap but this ape either lags or does work such lazy work look at how efficient tell birr is and its not even bank,BOA,['Transaction Performance']
great ape than others,BOA,[]
om this is like the worst mobile banking ape ever have many different mobile banking ape from different banks but this is the worst so far it says it has connection issue when have wife or data connection and while using other social media apes it keeps asking me for update once like every week and takes forever to load like have to wait at least minutes to login and another min to see my balance,BOA,"['Account Access', 'Customer Support']"
think remember it worked once upon time,BOA,[]
this ape is going to the worst boa ape ever it crushes every time login,BOA,['Account Access']
the ape never worked properly specially on android do better,BOA,[]
fix the bug,BOA,[]
all the time updated but i not satisfy by boa mobile backing,BOA,[]
it always crashes,BOA,[]
worst ape ever barely works,BOA,[]
it keep making me out and crash when open the ape and not working properly,BOA,[]
after last update the ape keeps crashing not working plus fix it mobile transactions become impossible,BOA,['Transaction Performance']
very bad ape,BOA,[]
don know why every time you come up with new update the ape get worst than the oldest it is taking more time to load can load money to telebirr can pay awash please try to fix it,BOA,['Feature Requests']
the worst mobile banking ape,BOA,[]
it was working good before the last update but after the update it asks to disable developer option why is that that means any developer with developer option enabled can access his account it crush lot of times,BOA,"['Account Access', 'Feature Requests']"
from ethiopian internet banking abbisiniya internet banking application is the most worst boring and slower ape please fix that,BOA,['Transaction Performance']
good ape and user friendly,BOA,[]
every time needs update after that it not working it too boring,BOA,[]
what mean disable developer option,BOA,['Feature Requests']
slow login crashes frequently annoying ape ever since you updated this ape it been extremely unhelpful,BOA,"['Account Access', 'Transaction Performance', 'Customer Support']"
why do we need to turn off developer options in order to use your ape on the new update are we suppose to not use our device for other purposes just so we can use your ape it is not security it is is fix that and will update my rating,BOA,"['Account Access', 'Feature Requests']"
annoying it does work totally,BOA,[]
the worst application ever,BOA,[]
the best beautiful ape,BOA,[]
keeps crashing overtime what disaster,BOA,[]
it does work anymore,BOA,[]
the ape is terrible nothing functions properly especially since the latest update it crashes all the time,BOA,['Feature Requests']
it good ape but the system is not same as be banking mobile when compare to these apes boa and be be is the best up,BOA,[]
please focus on the functionality of the ape instead of spending money on the advertisements,BOA,['Feature Requests']
frequently crashing fix it please,BOA,[]
of the time it crashes,BOA,[]
the worst update ever you don deserve one star,BOA,[]
no feature works correctly its always buffering and needs probably high data so its useless,BOA,['Feature Requests']
this ape is trash it not working for the past days we to go to the bank to send money to other banks plus the ape keeps crashing since the last update boa as bank is deteriorating this has to change,BOA,['Transaction Performance']
ape needs lot of work it continuously crashes and shuts down,BOA,[]
not comfortable with this version its hard to down it load developer option is not allowed to use it as usual,BOA,['Feature Requests']
this ape is so annoying as the previous version,BOA,[]
need many improvements,BOA,['Feature Requests']
great always great,BOA,[]
pic new,BOA,['Feature Requests']
such junk application its not working at all waste of time,BOA,[]
hello is this new update cut it keeps kicking me out can make transaction fr,BOA,"['Transaction Performance', 'Feature Requests']"
you guys keep on releasing unstable ape now it won login,BOA,['Account Access']
never ever seen the worst commercial ape like this in my life it does not work anything don't know how the it team of the bank tested and launch the ape its annoying,BOA,[]
the best bank with the worst application and used service,BOA,['Customer Support']
the old version is best this one is so lagging and it not fast to quick transfer,BOA,"['Transaction Performance', 'User Interface']"
the latest update has bug it keeps crashing please fix it it so inconvenient to do our business this way that or we will switch to other banks,BOA,[]
amazing bank in ethiopia,BOA,[]
it does function properly you don even deserve one star please stop playing your dirty game on your customer,BOA,['Feature Requests']
that fantastic ape,BOA,[]
the best bank,BOA,[]
this ape has been found useless while compared with the first version of i that was very good you guys what is the matter with you you are far from the technology and the competitor digital product through convenience reliable baseness dashed be semen they are doing well share their experience and be able to satisfy your esteemed customers including me unless you will be down soon,BOA,[]
this new update really sucks can even get the chance to put my pin bugs and everything please fix it developer,BOA,['Feature Requests']
have never seen the worst mobile ape like this,BOA,[]
very very good ape,BOA,[]
it keeps crashing,BOA,[]
excited,BOA,[]
this ape in working well on techno phone what is the error,BOA,[]
with every update the ape keeps on getting worse it is filled with bugs,BOA,[]
not working properly why,BOA,[]
the update ape is the worst one when compare with past,BOA,[]
it nice the stack thing needs update thou,BOA,[]
this application is relatively good even if some times interpreted but polo is difficult application please improve it,BOA,['Feature Requests']
the ape is not properly working,BOA,[]
it is always crushing it loved me out all the time,BOA,[]
love boa but the mobile ape in as good as the older version when the ape gets update it gets worse and worse it does even work fix the issue with that,BOA,['Customer Support']
why why why it is difficult to make transactions it takes lot of time to make payments thought the update will make it work but it got worse please fix it,BOA,['Transaction Performance']
the worst ape have ever used could we given star if it worked properly even just for logging in and check my accounts seemed that impossible,BOA,['Account Access']
very helpful ape,BOA,['Customer Support']
very slow response try to some updates in the application,BOA,"['Transaction Performance', 'Customer Support']"
useless ape bank to bank transactions do not work at all wallet tops like telebirr take hours to reach what shame from bank this big,BOA,['Transaction Performance']
really work very good ape like you boa,BOA,[]
the worst ape have ever seen,BOA,[]
tried it with different phones it only worked for about week and then it stopped working it needs some serious work,BOA,[]
the only defect is that it is too slow,BOA,['Transaction Performance']
sorry to say it is very poor apes have decided to suspend the boa account,BOA,['Account Access']
boa is the best ape but please clear instant or not instant option of send money be for asked,BOA,"['Transaction Performance', 'Feature Requests']"
installed the latest version of this ape on my android device but it is not working have already received the activation key from your branch via sums but could activate it it is failed ape bet you don have a testers,BOA,['Transaction Performance']
this is not functional at all it takes forever to make transaction please improve it,BOA,"['Transaction Performance', 'Feature Requests']"
nice ape,BOA,[]
can update the enable button not open,BOA,['User Interface']
the best,BOA,[]
the bank always love and work with them is priceless,BOA,[]
it the best,BOA,[]
boa ape was one of my favorite back in the days now don if there is an ape worsen that this very very bad you need to fix it or remove it,BOA,[]
this ape is very wonderful,BOA,[]
it is not working at all,BOA,[]
to slow,BOA,['Transaction Performance']
we never seen very worst mobile banking system like this lost birr because of your delay transaction system called and they told me stay for confirmation but after changed my mind and waiting for confirmation call to cancel the process they sent it with out my approval so please don use the mobile banking system please,BOA,['Transaction Performance']
in ethiopia pest bank,BOA,[]
only problem is often it has connectivity issues,BOA,['Customer Support']
not bad but please make it lite plus,BOA,[]
it says something is wrong with your internet banking user go to your nearest branch it has been working since april,BOA,[]
like this bank by his activity and respect customers look like my house,BOA,[]
bank of abyssinia,BOA,[]
very fast also nice ape love it,BOA,['Transaction Performance']
by far the nicest looking ape by an ethiopian bank but it functionality is weak it is full of transaction error function error kudos but it needs more backed work,BOA,"['Transaction Performance', 'Feature Requests']"
not reliable always with some issues,BOA,['Customer Support']
right one,BOA,[]
so boa your last application was horrible and buggy and we thought finally functional new ape with better i but it did last long non existent connection error at login please just fix your ape to the simplest functional form and it would be up to your other service standards,BOA,"['Account Access', 'Customer Support', 'Feature Requests']"
it has good background and simple but keeps saying no connectivity login close immediately you made it poorly not working on stable network,BOA,['Account Access']
it was working fine couple of days ago in the utilities section of payment it only provides few services but that is ok for now but my issue is it has started crashing down these past days,BOA,"['Transaction Performance', 'Customer Support']"
this ape is awesome like the features,BOA,['Feature Requests']
the ape is total waste of time it glitches does log in fast super slow,BOA,['Transaction Performance']
very very bad ape,BOA,[]
not work this ape what is the problem,BOA,['Customer Support']
the new updated ape exception handling for connection fluctuations is so exhausting which lead users to login repeated times,BOA,"['Account Access', 'Feature Requests']"
some problem this ape,BOA,['Customer Support']
it keeps on crashing,BOA,[]
poor performance,BOA,[]
hey no working,BOA,[]
it good ape tax for new update it very easy to using this ape they add some future tax abyssinia bank,BOA,['Feature Requests']
lot of the ape features have been rearranged but sometimes it works sometimes it doesn't and that makes it less reliable specially at times of need plus improve it,BOA,['Feature Requests']
now am confused upgrade or downgrade,BOA,[]
vary good ape,BOA,[]
can you please just make it functional don think anyone cares how good it looks if not single functionality works plus it not even aesthetically nice the loading animated icon has white irregular edges because the logo was cut out correctly the ape does work at all it does even login it gets stuck on login just showing the logo animation and blames the issue on connectivity connectivity is fine and the proof is that this review is posted,BOA,"['Account Access', 'User Interface', 'Customer Support', 'Feature Requests']"
the ape is not showing my balance or any transaction it is like corrupted showing us amounts,BOA,['Transaction Performance']
its good,BOA,[]
it so slow ape please fix it,BOA,['Transaction Performance']
it crash always,BOA,[]
the most terrible model banking ape in the world it is not working ones in week,BOA,[]
ultimately the worst mobile banking experience ever left me feeling exasperated and disillusioned its nightmare,BOA,[]
the updated version of this ape is just time wasting it does work with network require log in frequently not fast as much as possible automatic log out are the bad features of this ape,BOA,"['Transaction Performance', 'User Interface', 'Feature Requests']"
abyssinia bank one of the best for giving the future,BOA,[]
this the best mobile banking ape boa mobile banking included all digital banking features and we can access the most companies and sectors with this ape thanks for giving this services keep going,BOA,"['Account Access', 'Customer Support', 'Feature Requests']"
this has to be your worst ape ever damn so many bugs and it lags so baddy please fix it,BOA,['Feature Requests']
simplify your life by using the abyssinia ape like it because it is comfortable and safe,BOA,[]
general when considered from other banks this bank is unique,BOA,[]
boa the best,BOA,[]
wow its so attractive,BOA,[]
yet another useless ape,BOA,[]
it good,BOA,[]
great apes,BOA,[]
it closes playing audio ape when it is opened what is the solution,BOA,[]
top should be inserted manually not working on my phone,BOA,[]
my device is not auto inserting the top so keyboard should be enabled on the apes top login to insert top manually,BOA,['Account Access']
what wrong with ape suddenly stopped to open,BOA,[]
just use other banks if you want good mobile ape be is faster and safe than this ape,BOA,['Transaction Performance']
worst ape ever previous version was way better than this version after activated my mobile banking ape it says account not found but their system my i customer does work fine please fix your bugs and test it before you release it have visit and report many branches and head quarter but they can fix the problem,BOA,"['Account Access', 'Customer Support']"
wow thanks boa,BOA,[]
the ape doesn't allow to transfer from foreign currency accounts to local currency accounts it says transaction not allowed please check it and also it is difficult to activate the ape from abroad countries since the top does reach by sums and it uses email it does allow manual top input and the email hardly received please review your ape and make an update,BOA,"['Account Access', 'Transaction Performance', 'User Interface']"
have nothing against your service but your ape when will it ever work why do you keep changing the interface whenever there is an update the most unreadable annoying ape,BOA,"['User Interface', 'Customer Support']"
