review,rating,date,bank,vader_score,vader_sentiment
painfully slow banking ape service please don make it your choice,1,2024-10-13,BOA,-0.2732,negative
good ape,4,2024-10-12,BOA,0.4404,positive
best ape to me,5,2024-10-11,BOA,0.6369,positive
if it is possible would give star,1,2024-10-08,BOA,0.0,neutral
overall good ape but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,BOA,0.714,positive
just make it work please this is embarrassing for bank of your size,1,2024-10-04,BOA,-0.0772,negative
update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,BOA,0.0,neutral
stop telling me what to do with my phone boa why does your newly updated ape keep asking me to disable the developer options not slowing down my phone just to use your god damn ape,1,2024-10-04,BOA,-0.4215,negative
living out of country how may download and use mobile banking it asks me the ethiopia phone number and can receive text to confirm because out side the country so please let know if can use while outside the country thanks,1,2024-10-04,BOA,0.7344,positive
worst ape,1,2024-10-03,BOA,-0.6249,negative
the worst ape ever,1,2024-10-03,BOA,-0.6249,negative
great for financial company,5,2024-09-30,BOA,0.6249,positive
very easy to use,5,2024-09-30,BOA,0.4927,positive
the ape crash always error,3,2024-09-27,BOA,-0.6597,negative
this ape is incredibly frustrating to use it filled with issues that make it difficult to navigate and complete tasks efficiently we never encountered such poorly designed banking application before it needs significant improvements to enhance user experience it deserves very low rating,1,2024-09-26,BOA,-0.3151,negative
great i and seamless up love it,5,2024-09-25,BOA,0.8519,positive
that too good application but try to add more alternatives and futures or possibility for your customers,3,2024-09-25,BOA,0.2382,positive
it easy used to operate program and secured,4,2024-09-25,BOA,0.6808,positive
bought mobile card on this ape but did receive it and it took my money and did get my money back,1,2024-09-21,BOA,0.0,neutral
great ape with great services,5,2024-09-19,BOA,0.8481,positive
yes active user,5,2024-09-17,BOA,0.6597,positive
shameful,1,2024-09-17,BOA,-0.4939,negative
the worst ape ever made would not recommend for no one,1,2024-09-16,BOA,-0.6511,negative
good application,5,2024-09-16,BOA,0.4404,positive
how many hours should wait after transferring money to telebirr please do something about the transfer delay issue need my money when ever,1,2024-09-15,BOA,0.0,neutral
boa is unreasonably holding and delaying transactions for more than day even transactions within the same bank itself this is huge gap that observed in boa mobile banking did experience this kind of challenge while having transactions in other banks mobile banking platforms after waiting so long called your customer support team and the response they gave me was it was the system that holds the transaction will be released on working days this is not totally fair,1,2024-09-15,BOA,0.4269,positive
it not working it needs big update can you update the ape quickly,1,2024-09-14,BOA,0.0,neutral
am aimohon joel it can be good for better conversation in time,3,2024-09-14,BOA,0.7003,positive
better ape than most mobile apes but why do have to turn off developer option every time wanna use the ape it annoying,1,2024-09-13,BOA,-0.3818,negative
bes and friendly ape,5,2024-09-13,BOA,0.4939,positive
it say the request was not successful please check device connectivity or try again why one of the bank manager told me it is because of my phone android version which is it is ridiculous disappointing,1,2024-09-11,BOA,-0.8669,negative
how to download or screenshot of payment receipt what kinda worst ape ever,1,2024-09-11,BOA,-0.5868,negative
smart technology,5,2024-09-10,BOA,0.4019,positive
this is not an appropriate ape don know how boa develops this ape don expect this much crazy and in comfortable ape form boa sorry,1,2024-09-07,BOA,0.1531,positive
shockingly bad even when it decides to work it painfully slow and frustrating such shame that it has become stain on an extraordinary bank,1,2024-09-06,BOA,-0.9274,negative
it crashes frequently it launches on android but don think it actually works on versions less than if so it should be available for download by such devices to begin with like many other finance apes are not it was so much better three months ago upgrades should be for the better,1,2024-09-06,BOA,0.9075,positive
awesome application but lately its crashing overtime opened it,4,2024-09-05,BOA,0.3716,positive
fast one,3,2024-09-04,BOA,0.0,neutral
nice looking ape but terrible user experience,1,2024-09-03,BOA,-0.5023,negative
the worst mb ape ever,1,2024-09-02,BOA,-0.6249,negative
it is ok,5,2024-09-01,BOA,0.296,positive
ply fix the apes screenshot location hide from glare share gotten not work,1,2024-08-30,BOA,0.128,positive
the worst experience ever,1,2024-08-29,BOA,-0.6249,negative
hi have problem with this ape boa mobile don know what is wrong with this ape did many times download but it sam does work if sam like that this ape way have to be customer with them how know my account and checking save the book is no not enough alone,1,2024-08-28,BOA,0.6072,positive
it is not work for my device,5,2024-08-27,BOA,0.0,neutral
sick and tiered of enabling and disabling developer option overtime use this ape maybe you know it maybe you don't fix it please it annoying,1,2024-08-26,BOA,-0.8768,negative
the worst ape ever,1,2024-08-26,BOA,-0.6249,negative
don't recommend it to any one,1,2024-08-23,BOA,-0.2755,negative
the application used to work well but after updates not able to use the forgot password feature which is blocking me from accessing it as whole,1,2024-08-20,BOA,-0.431,negative
so far good but always it lugs,3,2024-08-17,BOA,0.2707,positive
don trust this bank and its service,1,2024-08-16,BOA,0.5106,positive
can not open and use the application please help me,5,2024-08-15,BOA,0.6124,positive
horrible,1,2024-08-14,BOA,-0.5423,negative
mostly not working,1,2024-08-14,BOA,0.0,neutral
despite the enhanced technology you have the application does work properly and it asks for the developer option to be turned off fix that,3,2024-08-12,BOA,0.0,neutral
very poor ape highly slow to open the ape,1,2024-08-12,BOA,-0.5256,negative
good ape my dear,5,2024-08-10,BOA,0.6705,positive
total disaster of an ape always offline never works it embarrassing we lost hope and taken my business to competitor,1,2024-08-08,BOA,-0.4782,negative
so poor ape to use can start up when open the ape,1,2024-08-08,BOA,-0.5256,negative
this ape takes too long time to be opened and even it is not working simply as other banks application why this ape does not give digital invoice even am not able to find where the screeshot is kept after transaction so please the developer should fix all these,1,2024-08-07,BOA,0.4572,positive
worst ape ever not user friendly even does serve basic functionality correctly takes to much time to login and navigate through the ape we expected more from this bank,1,2024-08-07,BOA,-0.7736,negative
mean how could big financial company like this be this much irresponsible to release this ape you should be ashamed,1,2024-08-06,BOA,-0.5423,negative
is it necessary to switch off developer options every time to use mobile banking,1,2024-08-04,BOA,0.0,neutral
the previous version is better it does work,1,2024-08-04,BOA,0.4404,positive
don know what is wrong with boa as bank in general it been going backwards since last year or so the ape is disaster to use in every possible way not stable to log in and very slow to perform transactions could take screenshot or can even find the pictures even using its save screenshot option most of the time it fails to perform transactions and so on simply it the worst,1,2024-08-03,BOA,-0.9151,negative
take some note from be mobile banking ape it the best banking ape currently take some note and improve ur ape sometimes have to learn from the bests,1,2024-08-03,BOA,0.7964,positive
it useless ape,1,2024-08-02,BOA,-0.4215,negative
it not working as it was so much need to improve it was the best but not anymore,2,2024-08-01,BOA,0.5499,positive
not yet completely working this ape don know when is it will be working properly its sad,1,2024-07-31,BOA,-0.4767,negative
the ape does not open sometimes it says connection issue which don't have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,BOA,0.6369,positive
it not working totally what useless ape is it,1,2024-07-31,BOA,-0.4728,negative
this ape has become the most troubling every day it does work love the bank and hate the ape,1,2024-07-31,BOA,-0.5095,negative
this is so disappointing ape,1,2024-07-31,BOA,-0.6269,negative
the worst ape,1,2024-07-28,BOA,-0.6249,negative
it can even open and only display error messages,1,2024-07-27,BOA,-0.4019,negative
not active,1,2024-07-27,BOA,-0.3089,negative
to get good quality,5,2024-07-27,BOA,0.4404,positive
useless ape don't download,1,2024-07-26,BOA,-0.4215,negative
is this ape fake try it not working it say please try again later unable to make transactions what is the purpose of this ape if it is not working delete it,1,2024-07-25,BOA,-0.2023,negative
this ape did work they have new version new ape but still not compatible with my samsung which is funny,1,2024-07-25,BOA,0.5927,positive
corrupted and poor ape,1,2024-07-24,BOA,-0.4767,negative
when try to use the application it says developer setting should be off where is the setting to off this play still does work for me,3,2024-07-24,BOA,0.4118,positive
fix your apollo you guys where the best,1,2024-07-23,BOA,0.6369,positive
always slow and does work on weekends if you are in rush or merchant this ape is not for you,1,2024-07-23,BOA,0.0,neutral
it very difficult to use the user ape ones download the user can operate well no one can help me,1,2024-07-23,BOA,-0.0498,neutral
poor application it turned off by itself,1,2024-07-23,BOA,-0.4767,negative
it usually crashes and the reason it gives is problem on internet connection although the internet was fine,1,2024-07-23,BOA,-0.2263,negative
we want international mobile banking,1,2024-07-22,BOA,0.0772,positive
screenshot in working please modify it,2,2024-07-22,BOA,0.3182,positive
nazarite macho,1,2024-07-22,BOA,0.0,neutral
is not working both this one and apollo did make it better plus am gonna stop using this bank because of the mobile banking,1,2024-07-19,BOA,0.1779,positive
have experience,5,2024-07-19,BOA,0.0,neutral
the ape is not working on android at all it shows an error notification and forcefully closes the ape must be fixed asap,1,2024-07-19,BOA,-0.4019,negative
crashes very frequently is not stable overall need improvement such huge bank needs better ape than the current one,1,2024-07-19,BOA,0.744,positive
the previous application is much better than this one,1,2024-07-18,BOA,0.4404,positive
worst ape it is wise to invest money and you can make it like be ape even the icon has no image my ape has better i than yours so please invest more and hire professional developer companies and improve it,1,2024-07-18,BOA,0.7959,positive
it is not working at all,1,2024-07-16,BOA,0.0,neutral
the poorest mobile banking service ever only error reports frequently,1,2024-07-16,BOA,-0.7351,negative
the worst banking ape,1,2024-07-15,BOA,-0.6249,negative
the ape is constantly crashing and freezing when to send to boa customers accounts,1,2024-07-15,BOA,-0.1027,negative
no work ape,5,2024-07-15,BOA,-0.296,negative
is ok but stop suddenly,5,2024-07-15,BOA,-0.296,negative
very poor ape its always fresh and not compatible,2,2024-07-13,BOA,-0.2716,negative
it not functional at all it keeps saying error unable to activate,1,2024-07-13,BOA,-0.4019,negative
can believe that abyssinia develop this kind of trash ape it have lot of issues,1,2024-07-13,BOA,0.0,neutral
the new ape is very good,5,2024-07-13,BOA,0.4927,positive
it very good but sometimes in work probably,5,2024-07-12,BOA,0.2724,positive
this is the most stupid ape we seen why would turn off developer mode just because you can make your ape secure this clearly indicates the ape has very poor implementation and unskilled developers there are lot of people who need developer option for different reasons please for the sake of the bank fix this thing even the most secure international banking apes don require it not to mention the lag and crashes,1,2024-07-12,BOA,0.0083,neutral
the worst mobile banking ape,1,2024-07-11,BOA,-0.6249,negative
it is not fast,3,2024-07-11,BOA,0.0,neutral
the ape keeps crashing it stops responding while using it or trying to open the ape now have to go to the bank in person to do any banking activities in short it is the worst mobile banking system in ethiopia,1,2024-07-11,BOA,-0.6908,negative
pretty good for banking ape it still lacks some things with in the i and with the speed of the ape but overall it good application thank you,5,2024-07-09,BOA,0.8793,positive
good but very slow,1,2024-07-08,BOA,0.2382,positive
very good ape,5,2024-07-07,BOA,0.4927,positive
it is so bad apes it does work,1,2024-07-06,BOA,-0.6696,negative
from now on will never going to use this ape it is trash ape no one care about this ape from bank will rate them,1,2024-07-06,BOA,-0.5897,negative
it usually crashes and unable to process also it request to off the developer options,1,2024-07-05,BOA,0.0,neutral
worked girmamo,5,2024-07-05,BOA,0.0,neutral
can believe in this day and age one of the major banks of the country can seem to understand that having working mobile payment option is must to survive have decided to move my accounts to be and awash because of this can be bothered with this useless ape,1,2024-07-04,BOA,-0.6249,negative
is it even working these days please check it,1,2024-07-04,BOA,0.3182,positive
the ape is essentially unusable it asks to disable developer mode even when it is already disabled and crashes sometimes it only works with wife and sometimes only with data or it crashes just because,1,2024-07-04,BOA,0.0,neutral
please make it functional,5,2024-07-03,BOA,0.3182,positive
its best ape but its don working in poor connection area so,5,2024-07-03,BOA,-0.3716,negative
please recover thank you,5,2024-07-02,BOA,0.5859,positive
this ape does work,1,2024-06-30,BOA,0.0,neutral
the ape used to run fine but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own you guys gotta step it up we need this ape to be way faster,1,2024-06-27,BOA,0.5647,positive
the underrated ape we ever seen and ur banking system is so idiocrasy,1,2024-06-27,BOA,0.0,neutral
it demands to disable developer option,1,2024-06-27,BOA,0.0,neutral
it been two months now cannot do any transaction using this ape it really disappointing am using bank of abyssinia currently because it the nearest bank to my work place the bank is turning to the worst bank in the country day by day they always respond to customers that they are updating their system all year long think that what they train their customer service operators to do,1,2024-06-26,BOA,-0.8221,negative
its not working,1,2024-06-24,BOA,0.0,neutral
riddled with crashes cant use it anymore very frustrating,1,2024-06-20,BOA,-0.4927,negative
always error occurred the worst ape ever,1,2024-06-20,BOA,-0.7783,negative
very nice,5,2024-06-17,BOA,0.4754,positive
it has become the most unreliable mobile banking ape ever,1,2024-06-16,BOA,0.0,neutral
the poorest mobile banking have seen in the industry is not stable to login and post transactions is not attractive error reports frequently,5,2024-06-13,BOA,-0.6742,negative
really bank,5,2024-06-12,BOA,0.0,neutral
like the the bank of abyssinia is the best first bank of ethiopia,1,2024-06-11,BOA,0.7717,positive
the ape is not good need few work,3,2024-06-11,BOA,-0.3412,negative
the worst mob ape have ever seen slow uncomfortable and stupid it is better to learn from the best ape tell birr the released updates is even worst,1,2024-06-11,BOA,-0.7964,negative
unreliable expensive service most of the time it is not working sometimes it will take more than day to complete transactions and charges more for this unworthy service will not recommend this bank ape to anyone,1,2024-06-10,BOA,-0.7929,negative
the best ape,5,2024-06-06,BOA,0.6369,positive
developer option to be off really,1,2024-06-06,BOA,0.0,neutral
good ape boa,5,2024-06-06,BOA,0.4404,positive
disappointed with the recent changes to this ape disabling developer options for functionality seems unnecessary the previous version offered more user friendly experience,1,2024-06-06,BOA,-0.4062,negative
worst ape it cannot be downloaded,2,2024-06-05,BOA,-0.6249,negative
slow only some times the we it is very nice ape,5,2024-06-05,BOA,0.4754,positive
it nice apes,1,2024-06-04,BOA,0.4215,positive
wow what disgrace for boa the ape barely works too slow and always returns error,1,2024-06-03,BOA,-0.2732,negative
excited by your service,5,2024-06-02,BOA,0.34,positive
the worst mobile banking ape it does load seems like with the perfect wife and data connection it still manages to have network issues when you finally get into the ape it makes it so hard more than it should be to send money,1,2024-05-31,BOA,0.0602,positive
it is good to save time,3,2024-05-31,BOA,0.7269,positive
sorry but what kind of stupid developer thinks the ape will be faster if we disable developer mode we never seen such degeneracy in my entire life please get rid of this feature,1,2024-05-30,BOA,-0.5006,negative
what is the purpose or point of not allowing to take screenshot of the recipe after transferring,1,2024-05-29,BOA,0.0,neutral
can use the ape unless turn off developer mode what kind of stupid rule is that the worst experience for banking ape,1,2024-05-26,BOA,-0.8313,negative
sorry to say this compared to other banks mobile ape its the worst it need more improvement the ape does match the bank standard it need more update its too slow plus it keep saying stop developing option on your phone when no developing setting enabled plus when it come to recent transaction nothing to display,1,2024-05-24,BOA,-0.6712,negative
very very nice,5,2024-05-23,BOA,0.5222,positive
cool,4,2024-05-22,BOA,0.3182,positive
what is that disable developer option have never seen any ape commands,3,2024-05-22,BOA,0.0,neutral
please fix the ape does belongs to abyssinia bank name,1,2024-05-22,BOA,0.3182,positive
playstore need to have some option to give stars because this application right here deserve exactly that imagine being one of the biggest banks in the country and can manage to have good mobile application in the era of mobile money you guys are in the brink of collapse you better make it right real quick or you gonna be meters down to the grave don use this ape it waste of time,1,2024-05-21,BOA,-0.4215,negative
it good when we downloaded at first but now it does work well,2,2024-05-20,BOA,0.5574,positive
it just terrible it kept crashing in middle of transaction hell sometimes it won open my phone is stock android pixel and don even know how this happens fix it,1,2024-05-20,BOA,-0.6124,negative
good but not working top up,5,2024-05-20,BOA,0.016,neutral
it is good,5,2024-05-19,BOA,0.4404,positive
great ape,3,2024-05-18,BOA,0.6249,positive
this ape is the most worst ape used in ethiopia and believe me know live in ethiopia being the finial ape it does work when you want it it makes you wait for cash out code and immediately debit the amount before sending the code have got to say abyssinia bank did expect this from you and use be mobile banking,1,2024-05-18,BOA,-0.624,negative
poor mobile banking always not working always,1,2024-05-18,BOA,-0.4767,negative
absolutely the worst mobile banking ape it crash every time problem when logging in and and cuts my balance when top up without even recharging,1,2024-05-17,BOA,-0.8801,negative
fails occasionally,4,2024-05-17,BOA,-0.4215,negative
worst ape ever,1,2024-05-16,BOA,-0.6249,negative
easy and cool ape,5,2024-05-16,BOA,0.6369,positive
ape is so bad network,1,2024-05-16,BOA,-0.6696,negative
it not working for days come on as big bank in ethiopia this is unprofessionallism from boa,1,2024-05-15,BOA,0.0,neutral
be careful of using this ape to transfer large sums of money recently can top up my mobile card can pay tickets can transfer money to telebirr the works but what the use of an ape if we re using used it will refund your mobile top up days after failing to top up but would want to risk that big fan of boa but would recommend this ape,1,2024-05-15,BOA,0.4854,positive
the worst mobile banking ape does even work for week properly,1,2024-05-15,BOA,-0.6249,negative
secretary,5,2024-05-14,BOA,0.0,neutral
can update my mobile banking,1,2024-05-14,BOA,0.0,neutral
hate how we re expected to disable developer options overtime we open the ape an unnecessary point of friction that been put in place in the guise of security,2,2024-05-14,BOA,-0.3182,negative
build new ape,1,2024-05-13,BOA,0.0,neutral
exceptional service,5,2024-05-13,BOA,0.0,neutral
don get why this ape is developed it is not functional at all,1,2024-05-12,BOA,0.0,neutral
this ape is trash,1,2024-05-12,BOA,0.0,neutral
it improved now,3,2024-05-12,BOA,0.4767,positive
it is really make my life so much easy,5,2024-05-12,BOA,0.4902,positive
good happy,1,2024-05-11,BOA,0.765,positive
my advice for whoever reading is go look for other bank awash bank is great example this bank won even allow you to access your money when you want it has bad servers which don work respond on time,1,2024-05-11,BOA,0.7579,positive
preventing login because have developer options on is not security moved all my money somewhere else because just did wanna deal with it,1,2024-05-11,BOA,-0.2815,negative
the ape has bugs signing in is still challenge transfer to another bank is impossible the ape is slow and bland,3,2024-05-11,BOA,0.0772,positive
why do force me to turn off developers option just to use your ape its not fair and am not using ur ape anymore,1,2024-05-10,BOA,-0.2411,negative
very poor ape it crashes every time does load properly and you can even buy airtime the programming is subpar please take lessons from other online banking apes would give it zero if could,1,2024-05-10,BOA,-0.2716,negative
this ape is very simple for using,4,2024-05-10,BOA,0.0,neutral
very baggy in able to make transactions fix it,1,2024-05-10,BOA,0.0,neutral
after recent update the ape keeps asking to disable developers options and won let you use it unless you do,2,2024-05-10,BOA,0.5719,positive
great i up design,5,2024-05-09,BOA,0.6249,positive
ape is any updates why,5,2024-05-09,BOA,0.0,neutral
am an ape developer need to keep developer options on why are you asking me to turn developer options off why is it that abyssinia is the only damned bank in ethiopia that just can seem to build an ape that works it not that hard people just look at be this is simply terrible borderline unusable,1,2024-05-09,BOA,-0.6602,negative
ugh they are super calculative when it cm mobile banking or any online stuff if ur digital better chose other bank,1,2024-05-09,BOA,0.6124,positive
slow every time,2,2024-05-08,BOA,0.0,neutral
it takes very long time to log in please fix,1,2024-05-08,BOA,0.3182,positive
it not functional at all,1,2024-05-08,BOA,0.0,neutral
what wrong with ape this days it does working properly it very slow does open it very annoying most of the time it says repeatedly please try it again or try it later but again and again it does open or work repeatedly it says something went wrong then it off the screen we updated the ape when it needed but nothing changed please if it has some issues with the ape please fix it otherwise going to uninstall it,2,2024-05-08,BOA,-0.7218,negative
disgrace ape,1,2024-05-08,BOA,-0.4939,negative
it crash repeatedly try to make it more stable for customers need meet,2,2024-05-07,BOA,-0.0534,negative
after two weeks it require update why,5,2024-05-07,BOA,0.0,neutral
it keeps crashing and has been fixed,1,2024-05-07,BOA,0.0,neutral
the application is full of bug so annoying,1,2024-05-07,BOA,-0.541,negative
why is the ape asking me to remove developer options why does it matter what do with my phone this is unacceptable fix this,3,2024-05-06,BOA,-0.4404,negative
worst application relative to other ethiopia mobile banking ape,1,2024-05-06,BOA,-0.6249,negative
am extremely disappointed with the poor service have received it is unacceptable that cannot make transactions of birr and sometimes my money gets stuck in the air as result of your incompetence have been forced to change my bank account this level of service is completely unacceptable and needs to be rectified immediately,1,2024-05-06,BOA,-0.9642,negative
great ape,5,2024-05-05,BOA,0.6249,positive
does work properly keeps closing won activate any account would recommend downloading,1,2024-05-05,BOA,0.7351,positive
plus improve your mobile banking ape it does work constantly after updated the new version of your ape try to improve,1,2024-05-05,BOA,0.7003,positive
the version is not opening on any of my devices noticed this issue on my friend android phone and also on my samsung android phone even after weekly updates the newest version is not working properly please provide stable version update as prefer the older version of the ape from the new one,1,2024-05-04,BOA,0.5327,positive
it good ape,5,2024-05-04,BOA,0.4404,positive
good service,5,2024-05-04,BOA,0.4404,positive
this ape is not working,1,2024-05-04,BOA,0.0,neutral
this ape not work why pleas tell me,2,2024-05-04,BOA,0.0,neutral
am comfortable with your good service,5,2024-05-04,BOA,0.7351,positive
best ape from any mobilebanking,5,2024-05-04,BOA,0.6369,positive
it crushes repeatedly,1,2024-05-03,BOA,-0.4404,negative
very bad ape as always bothering any transaction processes,1,2024-05-03,BOA,-0.7501,negative
actually faster,4,2024-05-03,BOA,0.0,neutral
prefer the earlier version this updated ape crushes during login and says there is bug please fix the bug issue,4,2024-05-03,BOA,-0.1531,negative
so many bugs on this ape haven been able to use it since installed it very bad,1,2024-05-03,BOA,-0.5849,negative
this application in working properly,1,2024-05-03,BOA,0.0,neutral
this is too poorer than the previous ape,1,2024-05-03,BOA,-0.3612,negative
cool ape taxes,5,2024-05-03,BOA,0.3182,positive
the ape keeps crashing again and again did even get to sign in worst update,1,2024-05-03,BOA,-0.6249,negative
developers the company takes too long to update the ape and throughout that process the ape is basically useless we can send money or even be able to check our account they even take it down from the play store for while this whole process usually takes them to days this is very disappointing it is an improvement from the previous version of the ape but they still have long way to go to compete with the likes of be transferring to other banks sometimes does work,2,2024-05-03,BOA,0.5029,positive
was working ok but it started not displaying banks list to choose from and it needs updating every couple of days annoying,3,2024-05-03,BOA,-0.4497,negative
dear boa are you sure you are upgrading your application it is becoming worse and worse please fix the bug as quickly as possible,1,2024-05-03,BOA,0.0,neutral
nice one thanks abisiniya,5,2024-05-03,BOA,0.6908,positive
it doesn't work it crashes,1,2024-05-03,BOA,0.0,neutral
it keeps clashing down what crass stupid ape is this you forced me to update after transferred money and now can open it,1,2024-05-03,BOA,-0.7506,negative
crash glitch crash blame connection crash crash again please fix it,1,2024-05-02,BOA,-0.872,negative
so unreliable had to send money asap but this ape either lags or does work such lazy work look at how efficient tell birr is and its not even bank,1,2024-05-02,BOA,-0.4215,negative
great ape than others,5,2024-05-02,BOA,0.6249,positive
om this is like the worst mobile banking ape ever have many different mobile banking ape from different banks but this is the worst so far it says it has connection issue when have wife or data connection and while using other social media apes it keeps asking me for update once like every week and takes forever to load like have to wait at least minutes to login and another min to see my balance,1,2024-05-02,BOA,-0.2382,negative
think remember it worked once upon time,2,2024-05-02,BOA,0.0,neutral
this ape is going to the worst boa ape ever it crushes every time login,1,2024-05-02,BOA,-0.7906,negative
the ape never worked properly specially on android do better,1,2024-05-02,BOA,0.4404,positive
fix the bug,1,2024-05-02,BOA,0.0,neutral
all the time updated but i not satisfy by boa mobile backing,1,2024-05-02,BOA,-0.4714,negative
it always crashes,1,2024-05-02,BOA,0.0,neutral
worst ape ever barely works,1,2024-05-02,BOA,-0.6249,negative
it keep making me out and crash when open the ape and not working properly,1,2024-05-02,BOA,-0.4019,negative
after last update the ape keeps crashing not working plus fix it mobile transactions become impossible,1,2024-05-02,BOA,0.0,neutral
very bad ape,2,2024-05-02,BOA,-0.5849,negative
don know why every time you come up with new update the ape get worst than the oldest it is taking more time to load can load money to telebirr can pay awash please try to fix it,1,2024-05-02,BOA,-0.4939,negative
the worst mobile banking ape,1,2024-05-02,BOA,-0.6249,negative
it was working good before the last update but after the update it asks to disable developer option why is that that means any developer with developer option enabled can access his account it crush lot of times,2,2024-05-01,BOA,0.0129,neutral
from ethiopian internet banking abbisiniya internet banking application is the most worst boring and slower ape please fix that,1,2024-05-01,BOA,-0.688,negative
good ape and user friendly,4,2024-05-01,BOA,0.7269,positive
every time needs update after that it not working it too boring,1,2024-05-01,BOA,-0.3182,negative
what mean disable developer option,5,2024-05-01,BOA,0.0,neutral
slow login crashes frequently annoying ape ever since you updated this ape it been extremely unhelpful,1,2024-05-01,BOA,-0.4019,negative
why do we need to turn off developer options in order to use your ape on the new update are we suppose to not use our device for other purposes just so we can use your ape it is not security it is is fix that and will update my rating,1,2024-05-01,BOA,-0.2584,negative
annoying it does work totally,1,2024-05-01,BOA,-0.4019,negative
the worst application ever,1,2024-05-01,BOA,-0.6249,negative
the best beautiful ape,5,2024-05-01,BOA,0.8442,positive
keeps crashing overtime what disaster,1,2024-05-01,BOA,-0.6249,negative
it does work anymore,1,2024-05-01,BOA,0.0,neutral
the ape is terrible nothing functions properly especially since the latest update it crashes all the time,1,2024-05-01,BOA,-0.4767,negative
it good ape but the system is not same as be banking mobile when compare to these apes boa and be be is the best up,1,2024-05-01,BOA,0.8294,positive
please focus on the functionality of the ape instead of spending money on the advertisements,1,2024-05-01,BOA,0.3182,positive
frequently crashing fix it please,1,2024-05-01,BOA,0.3182,positive
of the time it crashes,1,2024-05-01,BOA,0.0,neutral
the worst update ever you don deserve one star,1,2024-05-01,BOA,-0.6249,negative
no feature works correctly its always buffering and needs probably high data so its useless,2,2024-04-30,BOA,-0.6461,negative
this ape is trash it not working for the past days we to go to the bank to send money to other banks plus the ape keeps crashing since the last update boa as bank is deteriorating this has to change,1,2024-04-30,BOA,0.0,neutral
ape needs lot of work it continuously crashes and shuts down,1,2024-04-30,BOA,0.0,neutral
not comfortable with this version its hard to down it load developer option is not allowed to use it as usual,5,2024-04-30,BOA,-0.477,negative
this ape is so annoying as the previous version,3,2024-04-30,BOA,-0.541,negative
need many improvements,2,2024-04-30,BOA,0.3182,positive
great always great,5,2024-04-30,BOA,0.8481,positive
pic new,5,2024-04-30,BOA,0.0,neutral
such junk application its not working at all waste of time,1,2024-04-30,BOA,-0.4215,negative
hello is this new update cut it keeps kicking me out can make transaction fr,3,2024-04-30,BOA,-0.2732,negative
you guys keep on releasing unstable ape now it won login,2,2024-04-30,BOA,0.296,positive
never ever seen the worst commercial ape like this in my life it does not work anything don't know how the it team of the bank tested and launch the ape its annoying,1,2024-04-30,BOA,-0.6486,negative
the best bank with the worst application and used service,1,2024-04-30,BOA,0.0258,neutral
the old version is best this one is so lagging and it not fast to quick transfer,1,2024-04-30,BOA,0.3525,positive
the latest update has bug it keeps crashing please fix it it so inconvenient to do our business this way that or we will switch to other banks,3,2024-04-30,BOA,-0.2062,negative
amazing bank in ethiopia,5,2024-04-30,BOA,0.5859,positive
it does function properly you don even deserve one star please stop playing your dirty game on your customer,1,2024-04-29,BOA,-0.25,negative
that fantastic ape,2,2024-04-29,BOA,0.5574,positive
the best bank,5,2024-04-29,BOA,0.6369,positive
this ape has been found useless while compared with the first version of i that was very good you guys what is the matter with you you are far from the technology and the competitor digital product through convenience reliable baseness dashed be semen they are doing well share their experience and be able to satisfy your esteemed customers including me unless you will be down soon,1,2024-04-29,BOA,0.8655,positive
this new update really sucks can even get the chance to put my pin bugs and everything please fix it developer,1,2024-04-29,BOA,0.1298,positive
have never seen the worst mobile ape like this,5,2024-04-29,BOA,0.6998,positive
very very good ape,5,2024-04-29,BOA,0.5379,positive
it keeps crashing,1,2024-04-29,BOA,0.0,neutral
excited,5,2024-04-29,BOA,0.34,positive
this ape in working well on techno phone what is the error,1,2024-04-29,BOA,-0.1531,negative
with every update the ape keeps on getting worse it is filled with bugs,1,2024-04-29,BOA,-0.4767,negative
not working properly why,1,2024-04-29,BOA,0.0,neutral
the update ape is the worst one when compare with past,1,2024-04-28,BOA,-0.6249,negative
it nice the stack thing needs update thou,5,2024-04-28,BOA,0.4215,positive
this application is relatively good even if some times interpreted but polo is difficult application please improve it,5,2024-04-28,BOA,0.6705,positive
the ape is not properly working,3,2024-04-28,BOA,0.0,neutral
it is always crushing it loved me out all the time,1,2024-04-28,BOA,0.34,positive
love boa but the mobile ape in as good as the older version when the ape gets update it gets worse and worse it does even work fix the issue with that,2,2024-04-28,BOA,-0.431,negative
why why why it is difficult to make transactions it takes lot of time to make payments thought the update will make it work but it got worse please fix it,1,2024-04-28,BOA,-0.4497,negative
the worst ape have ever used could we given star if it worked properly even just for logging in and check my accounts seemed that impossible,1,2024-04-28,BOA,-0.6249,negative
very helpful ape,5,2024-04-27,BOA,0.4754,positive
very slow response try to some updates in the application,1,2024-04-27,BOA,0.0,neutral
useless ape bank to bank transactions do not work at all wallet tops like telebirr take hours to reach what shame from bank this big,1,2024-04-26,BOA,-0.0,neutral
really work very good ape like you boa,5,2024-04-26,BOA,0.7368,positive
the worst ape have ever seen,1,2024-04-25,BOA,-0.6249,negative
