review,rating,date,bank,distilbert_score,distilbert_sentiment
can not open and use the application please help me,5,2024-08-15,BOA,-0.9996269941329956,negative
horrible,1,2024-08-14,BOA,-0.9997841715812683,negative
mostly not working,1,2024-08-14,BOA,-0.9997192025184631,negative
despite the enhanced technology you have the application does work properly and it asks for the developer option to be turned off fix that,3,2024-08-12,BOA,-0.9956398010253906,negative
very poor ape highly slow to open the ape,1,2024-08-12,BOA,-0.9997515082359314,negative
good ape my dear,5,2024-08-10,BOA,0.9986507296562195,positive
total disaster of an ape always offline never works it embarrassing we lost hope and taken my business to competitor,1,2024-08-08,BOA,-0.9991416931152344,negative
so poor ape to use can start up when open the ape,1,2024-08-08,BOA,-0.9997289776802063,negative
this ape takes too long time to be opened and even it is not working simply as other banks application why this ape does not give digital invoice even am not able to find where the screeshot is kept after transaction so please the developer should fix all these,1,2024-08-07,BOA,-0.9980247020721436,negative
worst ape ever not user friendly even does serve basic functionality correctly takes to much time to login and navigate through the ape we expected more from this bank,1,2024-08-07,BOA,-0.9996765851974487,negative
mean how could big financial company like this be this much irresponsible to release this ape you should be ashamed,1,2024-08-06,BOA,-0.99896240234375,negative
is it necessary to switch off developer options every time to use mobile banking,1,2024-08-04,BOA,-0.9968350529670715,negative
the previous version is better it does work,1,2024-08-04,BOA,-0.9732906222343445,negative
don know what is wrong with boa as bank in general it been going backwards since last year or so the ape is disaster to use in every possible way not stable to log in and very slow to perform transactions could take screenshot or can even find the pictures even using its save screenshot option most of the time it fails to perform transactions and so on simply it the worst,1,2024-08-03,BOA,-0.9998217225074768,negative
take some note from be mobile banking ape it the best banking ape currently take some note and improve ur ape sometimes have to learn from the bests,1,2024-08-03,BOA,0.9981176853179932,positive
it useless ape,1,2024-08-02,BOA,-0.9996922016143799,negative
it not working as it was so much need to improve it was the best but not anymore,2,2024-08-01,BOA,-0.9984835982322693,negative
not yet completely working this ape don know when is it will be working properly its sad,1,2024-07-31,BOA,-0.9992731213569641,negative
the ape does not open sometimes it says connection issue which don't have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,BOA,-0.9372195601463318,negative
it not working totally what useless ape is it,1,2024-07-31,BOA,-0.9997921586036682,negative
this ape has become the most troubling every day it does work love the bank and hate the ape,1,2024-07-31,BOA,-0.9884443879127502,negative
this is so disappointing ape,1,2024-07-31,BOA,-0.9997523427009583,negative
the worst ape,1,2024-07-28,BOA,-0.9997947812080383,negative
it can even open and only display error messages,1,2024-07-27,BOA,-0.9910944104194641,negative
not active,1,2024-07-27,BOA,-0.999765932559967,negative
to get good quality,5,2024-07-27,BOA,0.9998683929443359,positive
useless ape don't download,1,2024-07-26,BOA,-0.9994736313819885,negative
is this ape fake try it not working it say please try again later unable to make transactions what is the purpose of this ape if it is not working delete it,1,2024-07-25,BOA,-0.9997003078460693,negative
this ape did work they have new version new ape but still not compatible with my samsung which is funny,1,2024-07-25,BOA,-0.9977664947509766,negative
corrupted and poor ape,1,2024-07-24,BOA,-0.9990555644035339,negative
when try to use the application it says developer setting should be off where is the setting to off this play still does work for me,3,2024-07-24,BOA,-0.9996252059936523,negative
fix your apollo you guys where the best,1,2024-07-23,BOA,0.9973125457763672,positive
always slow and does work on weekends if you are in rush or merchant this ape is not for you,1,2024-07-23,BOA,-0.9851768016815186,negative
it very difficult to use the user ape ones download the user can operate well no one can help me,1,2024-07-23,BOA,-0.9995883107185364,negative
poor application it turned off by itself,1,2024-07-23,BOA,-0.9997382760047913,negative
it usually crashes and the reason it gives is problem on internet connection although the internet was fine,1,2024-07-23,BOA,-0.9988868832588196,negative
we want international mobile banking,1,2024-07-22,BOA,0.9587846398353577,positive
screenshot in working please modify it,2,2024-07-22,BOA,-0.967606246471405,negative
nazarite macho,1,2024-07-22,BOA,-0.9924519658088684,negative
is not working both this one and apollo did make it better plus am gonna stop using this bank because of the mobile banking,1,2024-07-19,BOA,-0.9995623230934143,negative
have experience,5,2024-07-19,BOA,0.9748075604438782,positive
the ape is not working on android at all it shows an error notification and forcefully closes the ape must be fixed asap,1,2024-07-19,BOA,-0.9997579455375671,negative
crashes very frequently is not stable overall need improvement such huge bank needs better ape than the current one,1,2024-07-19,BOA,-0.9995433688163757,negative
the previous application is much better than this one,1,2024-07-18,BOA,0.9991149306297302,positive
worst ape it is wise to invest money and you can make it like be ape even the icon has no image my ape has better i than yours so please invest more and hire professional developer companies and improve it,1,2024-07-18,BOA,-0.9973141551017761,negative
it is not working at all,1,2024-07-16,BOA,-0.9997811913490295,negative
the poorest mobile banking service ever only error reports frequently,1,2024-07-16,BOA,-0.999545156955719,negative
the worst banking ape,1,2024-07-15,BOA,-0.9997871518135071,negative
the ape is constantly crashing and freezing when to send to boa customers accounts,1,2024-07-15,BOA,-0.9980865716934204,negative
no work ape,5,2024-07-15,BOA,-0.9981157779693604,negative
is ok but stop suddenly,5,2024-07-15,BOA,0.9917557239532471,positive
very poor ape its always fresh and not compatible,2,2024-07-13,BOA,-0.9997422099113464,negative
it not functional at all it keeps saying error unable to activate,1,2024-07-13,BOA,-0.9997614026069641,negative
can believe that abyssinia develop this kind of trash ape it have lot of issues,1,2024-07-13,BOA,-0.9968922734260559,negative
the new ape is very good,5,2024-07-13,BOA,0.9998685121536255,positive
it very good but sometimes in work probably,5,2024-07-12,BOA,0.9995487332344055,positive
this is the most stupid ape we seen why would turn off developer mode just because you can make your ape secure this clearly indicates the ape has very poor implementation and unskilled developers there are lot of people who need developer option for different reasons please for the sake of the bank fix this thing even the most secure international banking apes don require it not to mention the lag and crashes,1,2024-07-12,BOA,-0.999687671661377,negative
the worst mobile banking ape,1,2024-07-11,BOA,-0.9998040795326233,negative
it is not fast,3,2024-07-11,BOA,-0.9972068667411804,negative
the ape keeps crashing it stops responding while using it or trying to open the ape now have to go to the bank in person to do any banking activities in short it is the worst mobile banking system in ethiopia,1,2024-07-11,BOA,-0.9997959733009338,negative
pretty good for banking ape it still lacks some things with in the i and with the speed of the ape but overall it good application thank you,5,2024-07-09,BOA,0.9993559718132019,positive
good but very slow,1,2024-07-08,BOA,0.9953199028968811,positive
very good ape,5,2024-07-07,BOA,0.9998608827590942,positive
it is so bad apes it does work,1,2024-07-06,BOA,-0.9968854784965515,negative
from now on will never going to use this ape it is trash ape no one care about this ape from bank will rate them,1,2024-07-06,BOA,-0.9981056451797485,negative
it usually crashes and unable to process also it request to off the developer options,1,2024-07-05,BOA,-0.9996892213821411,negative
worked girmamo,5,2024-07-05,BOA,0.9103643894195557,positive
can believe in this day and age one of the major banks of the country can seem to understand that having working mobile payment option is must to survive have decided to move my accounts to be and awash because of this can be bothered with this useless ape,1,2024-07-04,BOA,-0.9994569420814514,negative
is it even working these days please check it,1,2024-07-04,BOA,0.9456419348716736,positive
the ape is essentially unusable it asks to disable developer mode even when it is already disabled and crashes sometimes it only works with wife and sometimes only with data or it crashes just because,1,2024-07-04,BOA,-0.9989374279975891,negative
please make it functional,5,2024-07-03,BOA,0.9997782111167908,positive
its best ape but its don working in poor connection area so,5,2024-07-03,BOA,-0.9985979199409485,negative
please recover thank you,5,2024-07-02,BOA,0.9997314810752869,positive
this ape does work,1,2024-06-30,BOA,0.9986000657081604,positive
the ape used to run fine but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own you guys gotta step it up we need this ape to be way faster,1,2024-06-27,BOA,-0.9988825917243958,negative
the underrated ape we ever seen and ur banking system is so idiocrasy,1,2024-06-27,BOA,-0.9983128309249878,negative
it demands to disable developer option,1,2024-06-27,BOA,-0.9994175434112549,negative
it been two months now cannot do any transaction using this ape it really disappointing am using bank of abyssinia currently because it the nearest bank to my work place the bank is turning to the worst bank in the country day by day they always respond to customers that they are updating their system all year long think that what they train their customer service operators to do,1,2024-06-26,BOA,-0.9996899366378784,negative
its not working,1,2024-06-24,BOA,-0.9997598528862,negative
riddled with crashes cant use it anymore very frustrating,1,2024-06-20,BOA,-0.999427855014801,negative
always error occurred the worst ape ever,1,2024-06-20,BOA,-0.9995946288108826,negative
very nice,5,2024-06-17,BOA,0.9998563528060913,positive
it has become the most unreliable mobile banking ape ever,1,2024-06-16,BOA,-0.9990500807762146,negative
the poorest mobile banking have seen in the industry is not stable to login and post transactions is not attractive error reports frequently,5,2024-06-13,BOA,-0.9997852444648743,negative
really bank,5,2024-06-12,BOA,0.9820581078529358,positive
like the the bank of abyssinia is the best first bank of ethiopia,1,2024-06-11,BOA,0.9998302459716797,positive
the ape is not good need few work,3,2024-06-11,BOA,-0.9996581077575684,negative
the worst mob ape have ever seen slow uncomfortable and stupid it is better to learn from the best ape tell birr the released updates is even worst,1,2024-06-11,BOA,-0.9997664093971252,negative
unreliable expensive service most of the time it is not working sometimes it will take more than day to complete transactions and charges more for this unworthy service will not recommend this bank ape to anyone,1,2024-06-10,BOA,-0.9990046620368958,negative
the best ape,5,2024-06-06,BOA,0.9998503923416138,positive
developer option to be off really,1,2024-06-06,BOA,-0.9903940558433533,negative
good ape boa,5,2024-06-06,BOA,0.9998552799224854,positive
disappointed with the recent changes to this ape disabling developer options for functionality seems unnecessary the previous version offered more user friendly experience,1,2024-06-06,BOA,-0.9996703863143921,negative
worst ape it cannot be downloaded,2,2024-06-05,BOA,-0.999772846698761,negative
slow only some times the we it is very nice ape,5,2024-06-05,BOA,0.8619703054428101,positive
it nice apes,1,2024-06-04,BOA,0.9992614388465881,positive
wow what disgrace for boa the ape barely works too slow and always returns error,1,2024-06-03,BOA,-0.9994003772735596,negative
excited by your service,5,2024-06-02,BOA,0.9997963309288025,positive
the worst mobile banking ape it does load seems like with the perfect wife and data connection it still manages to have network issues when you finally get into the ape it makes it so hard more than it should be to send money,1,2024-05-31,BOA,-0.9997366070747375,negative
it is good to save time,3,2024-05-31,BOA,0.9998465776443481,positive
sorry but what kind of stupid developer thinks the ape will be faster if we disable developer mode we never seen such degeneracy in my entire life please get rid of this feature,1,2024-05-30,BOA,-0.9995705485343933,negative
what is the purpose or point of not allowing to take screenshot of the recipe after transferring,1,2024-05-29,BOA,-0.9972279667854309,negative
can use the ape unless turn off developer mode what kind of stupid rule is that the worst experience for banking ape,1,2024-05-26,BOA,-0.9997683167457581,negative
sorry to say this compared to other banks mobile ape its the worst it need more improvement the ape does match the bank standard it need more update its too slow plus it keep saying stop developing option on your phone when no developing setting enabled plus when it come to recent transaction nothing to display,1,2024-05-24,BOA,-0.9992863535881042,negative
very very nice,5,2024-05-23,BOA,0.9998605251312256,positive
cool,4,2024-05-22,BOA,0.9998509883880615,positive
what is that disable developer option have never seen any ape commands,3,2024-05-22,BOA,-0.9959612488746643,negative
please fix the ape does belongs to abyssinia bank name,1,2024-05-22,BOA,-0.9961833357810974,negative
playstore need to have some option to give stars because this application right here deserve exactly that imagine being one of the biggest banks in the country and can manage to have good mobile application in the era of mobile money you guys are in the brink of collapse you better make it right real quick or you gonna be meters down to the grave don use this ape it waste of time,1,2024-05-21,BOA,-0.9960201382637024,negative
it good when we downloaded at first but now it does work well,2,2024-05-20,BOA,0.9997380375862122,positive
it just terrible it kept crashing in middle of transaction hell sometimes it won open my phone is stock android pixel and don even know how this happens fix it,1,2024-05-20,BOA,-0.9991798996925354,negative
good but not working top up,5,2024-05-20,BOA,0.9643874168395996,positive
it is good,5,2024-05-19,BOA,0.9998494386672974,positive
great ape,3,2024-05-18,BOA,0.9831798076629639,positive
this ape is the most worst ape used in ethiopia and believe me know live in ethiopia being the finial ape it does work when you want it it makes you wait for cash out code and immediately debit the amount before sending the code have got to say abyssinia bank did expect this from you and use be mobile banking,1,2024-05-18,BOA,-0.9994671940803528,negative
poor mobile banking always not working always,1,2024-05-18,BOA,-0.9997559189796448,negative
absolutely the worst mobile banking ape it crash every time problem when logging in and and cuts my balance when top up without even recharging,1,2024-05-17,BOA,-0.9997656941413879,negative
fails occasionally,4,2024-05-17,BOA,-0.9993472695350647,negative
worst ape ever,1,2024-05-16,BOA,-0.9997935891151428,negative
easy and cool ape,5,2024-05-16,BOA,0.9996678829193115,positive
ape is so bad network,1,2024-05-16,BOA,-0.9998108744621277,negative
it not working for days come on as big bank in ethiopia this is unprofessionallism from boa,1,2024-05-15,BOA,-0.9989572763442993,negative
be careful of using this ape to transfer large sums of money recently can top up my mobile card can pay tickets can transfer money to telebirr the works but what the use of an ape if we re using used it will refund your mobile top up days after failing to top up but would want to risk that big fan of boa but would recommend this ape,1,2024-05-15,BOA,-0.985850989818573,negative
the worst mobile banking ape does even work for week properly,1,2024-05-15,BOA,-0.9997655749320984,negative
secretary,5,2024-05-14,BOA,0.9963317513465881,positive
can update my mobile banking,1,2024-05-14,BOA,-0.9670395851135254,negative
hate how we re expected to disable developer options overtime we open the ape an unnecessary point of friction that been put in place in the guise of security,2,2024-05-14,BOA,-0.9994644522666931,negative
build new ape,1,2024-05-13,BOA,0.9895396828651428,positive
exceptional service,5,2024-05-13,BOA,0.9998124241828918,positive
don get why this ape is developed it is not functional at all,1,2024-05-12,BOA,-0.9997509121894836,negative
this ape is trash,1,2024-05-12,BOA,-0.9997472167015076,negative
it improved now,3,2024-05-12,BOA,0.9998185038566589,positive
it is really make my life so much easy,5,2024-05-12,BOA,0.9988774657249451,positive
good happy,1,2024-05-11,BOA,0.9998621940612793,positive
my advice for whoever reading is go look for other bank awash bank is great example this bank won even allow you to access your money when you want it has bad servers which don work respond on time,1,2024-05-11,BOA,-0.6258373260498047,negative
preventing login because have developer options on is not security moved all my money somewhere else because just did wanna deal with it,1,2024-05-11,BOA,-0.9978105425834656,negative
the ape has bugs signing in is still challenge transfer to another bank is impossible the ape is slow and bland,3,2024-05-11,BOA,-0.9996631145477295,negative
why do force me to turn off developers option just to use your ape its not fair and am not using ur ape anymore,1,2024-05-10,BOA,-0.9993537068367004,negative
very poor ape it crashes every time does load properly and you can even buy airtime the programming is subpar please take lessons from other online banking apes would give it zero if could,1,2024-05-10,BOA,-0.9997202754020691,negative
this ape is very simple for using,4,2024-05-10,BOA,0.9604759812355042,positive
very baggy in able to make transactions fix it,1,2024-05-10,BOA,-0.6550639271736145,negative
after recent update the ape keeps asking to disable developers options and won let you use it unless you do,2,2024-05-10,BOA,-0.994024932384491,negative
great i up design,5,2024-05-09,BOA,0.9998636245727539,positive
ape is any updates why,5,2024-05-09,BOA,-0.9973600506782532,negative
am an ape developer need to keep developer options on why are you asking me to turn developer options off why is it that abyssinia is the only damned bank in ethiopia that just can seem to build an ape that works it not that hard people just look at be this is simply terrible borderline unusable,1,2024-05-09,BOA,-0.9993081092834473,negative
ugh they are super calculative when it cm mobile banking or any online stuff if ur digital better chose other bank,1,2024-05-09,BOA,-0.9985079169273376,negative
slow every time,2,2024-05-08,BOA,-0.999620795249939,negative
it takes very long time to log in please fix,1,2024-05-08,BOA,-0.9985072016716003,negative
it not functional at all,1,2024-05-08,BOA,-0.9997794032096863,negative
what wrong with ape this days it does working properly it very slow does open it very annoying most of the time it says repeatedly please try it again or try it later but again and again it does open or work repeatedly it says something went wrong then it off the screen we updated the ape when it needed but nothing changed please if it has some issues with the ape please fix it otherwise going to uninstall it,2,2024-05-08,BOA,-0.9988125562667847,negative
disgrace ape,1,2024-05-08,BOA,-0.999777615070343,negative
it crash repeatedly try to make it more stable for customers need meet,2,2024-05-07,BOA,-0.9997696280479431,negative
after two weeks it require update why,5,2024-05-07,BOA,-0.9913148283958435,negative
it keeps crashing and has been fixed,1,2024-05-07,BOA,-0.9905877113342285,negative
the application is full of bug so annoying,1,2024-05-07,BOA,-0.9997597336769104,negative
why is the ape asking me to remove developer options why does it matter what do with my phone this is unacceptable fix this,3,2024-05-06,BOA,-0.9997531771659851,negative
worst application relative to other ethiopia mobile banking ape,1,2024-05-06,BOA,-0.9998031258583069,negative
am extremely disappointed with the poor service have received it is unacceptable that cannot make transactions of birr and sometimes my money gets stuck in the air as result of your incompetence have been forced to change my bank account this level of service is completely unacceptable and needs to be rectified immediately,1,2024-05-06,BOA,-0.9995507597923279,negative
great ape,5,2024-05-05,BOA,0.9831798076629639,positive
does work properly keeps closing won activate any account would recommend downloading,1,2024-05-05,BOA,0.9960338473320007,positive
plus improve your mobile banking ape it does work constantly after updated the new version of your ape try to improve,1,2024-05-05,BOA,0.9977611303329468,positive
the version is not opening on any of my devices noticed this issue on my friend android phone and also on my samsung android phone even after weekly updates the newest version is not working properly please provide stable version update as prefer the older version of the ape from the new one,1,2024-05-04,BOA,-0.9994134902954102,negative
it good ape,5,2024-05-04,BOA,0.9998546838760376,positive
good service,5,2024-05-04,BOA,0.9998499155044556,positive
this ape is not working,1,2024-05-04,BOA,-0.9997852444648743,negative
this ape not work why pleas tell me,2,2024-05-04,BOA,-0.999744713306427,negative
am comfortable with your good service,5,2024-05-04,BOA,0.9998542070388794,positive
best ape from any mobilebanking,5,2024-05-04,BOA,0.9952213168144226,positive
it crushes repeatedly,1,2024-05-03,BOA,-0.9994243383407593,negative
very bad ape as always bothering any transaction processes,1,2024-05-03,BOA,-0.9997668862342834,negative
actually faster,4,2024-05-03,BOA,0.9996544122695923,positive
prefer the earlier version this updated ape crushes during login and says there is bug please fix the bug issue,4,2024-05-03,BOA,-0.9977193474769592,negative
so many bugs on this ape haven been able to use it since installed it very bad,1,2024-05-03,BOA,-0.9997557997703552,negative
this application in working properly,1,2024-05-03,BOA,0.9963123202323914,positive
this is too poorer than the previous ape,1,2024-05-03,BOA,-0.9994644522666931,negative
cool ape taxes,5,2024-05-03,BOA,-0.6141961812973022,negative
the ape keeps crashing again and again did even get to sign in worst update,1,2024-05-03,BOA,-0.999512791633606,negative
developers the company takes too long to update the ape and throughout that process the ape is basically useless we can send money or even be able to check our account they even take it down from the play store for while this whole process usually takes them to days this is very disappointing it is an improvement from the previous version of the ape but they still have long way to go to compete with the likes of be transferring to other banks sometimes does work,2,2024-05-03,BOA,-0.9997108578681946,negative
was working ok but it started not displaying banks list to choose from and it needs updating every couple of days annoying,3,2024-05-03,BOA,-0.9991835951805115,negative
dear boa are you sure you are upgrading your application it is becoming worse and worse please fix the bug as quickly as possible,1,2024-05-03,BOA,-0.9997755885124207,negative
nice one thanks abisiniya,5,2024-05-03,BOA,0.9998387098312378,positive
it doesn't work it crashes,1,2024-05-03,BOA,-0.9990622401237488,negative
it keeps clashing down what crass stupid ape is this you forced me to update after transferred money and now can open it,1,2024-05-03,BOA,-0.9931327700614929,negative
crash glitch crash blame connection crash crash again please fix it,1,2024-05-02,BOA,-0.9981741905212402,negative
so unreliable had to send money asap but this ape either lags or does work such lazy work look at how efficient tell birr is and its not even bank,1,2024-05-02,BOA,-0.9993231296539307,negative
great ape than others,5,2024-05-02,BOA,0.7527174949645996,positive
om this is like the worst mobile banking ape ever have many different mobile banking ape from different banks but this is the worst so far it says it has connection issue when have wife or data connection and while using other social media apes it keeps asking me for update once like every week and takes forever to load like have to wait at least minutes to login and another min to see my balance,1,2024-05-02,BOA,-0.9995244741439819,negative
think remember it worked once upon time,2,2024-05-02,BOA,0.9498334527015686,positive
this ape is going to the worst boa ape ever it crushes every time login,1,2024-05-02,BOA,-0.9997270703315735,negative
the ape never worked properly specially on android do better,1,2024-05-02,BOA,-0.9997974038124084,negative
fix the bug,1,2024-05-02,BOA,-0.9917340278625488,negative
all the time updated but i not satisfy by boa mobile backing,1,2024-05-02,BOA,-0.9994539618492126,negative
it always crashes,1,2024-05-02,BOA,-0.9992138147354126,negative
worst ape ever barely works,1,2024-05-02,BOA,-0.9996417760848999,negative
it keep making me out and crash when open the ape and not working properly,1,2024-05-02,BOA,-0.9988197684288025,negative
after last update the ape keeps crashing not working plus fix it mobile transactions become impossible,1,2024-05-02,BOA,-0.9986503720283508,negative
very bad ape,2,2024-05-02,BOA,-0.9997774958610535,negative
don know why every time you come up with new update the ape get worst than the oldest it is taking more time to load can load money to telebirr can pay awash please try to fix it,1,2024-05-02,BOA,-0.9996711015701294,negative
the worst mobile banking ape,1,2024-05-02,BOA,-0.9998040795326233,negative
it was working good before the last update but after the update it asks to disable developer option why is that that means any developer with developer option enabled can access his account it crush lot of times,2,2024-05-01,BOA,-0.9980922341346741,negative
from ethiopian internet banking abbisiniya internet banking application is the most worst boring and slower ape please fix that,1,2024-05-01,BOA,-0.9996156692504883,negative
good ape and user friendly,4,2024-05-01,BOA,0.9997538924217224,positive
every time needs update after that it not working it too boring,1,2024-05-01,BOA,-0.7165707349777222,negative
what mean disable developer option,5,2024-05-01,BOA,-0.9995653033256531,negative
slow login crashes frequently annoying ape ever since you updated this ape it been extremely unhelpful,1,2024-05-01,BOA,-0.9994971752166748,negative
why do we need to turn off developer options in order to use your ape on the new update are we suppose to not use our device for other purposes just so we can use your ape it is not security it is is fix that and will update my rating,1,2024-05-01,BOA,-0.9984765648841858,negative
annoying it does work totally,1,2024-05-01,BOA,-0.9971230626106262,negative
the worst application ever,1,2024-05-01,BOA,-0.999783456325531,negative
the best beautiful ape,5,2024-05-01,BOA,0.999861478805542,positive
keeps crashing overtime what disaster,1,2024-05-01,BOA,-0.9993971586227417,negative
it does work anymore,1,2024-05-01,BOA,0.9939126372337341,positive
the ape is terrible nothing functions properly especially since the latest update it crashes all the time,1,2024-05-01,BOA,-0.9997720122337341,negative
it good ape but the system is not same as be banking mobile when compare to these apes boa and be be is the best up,1,2024-05-01,BOA,0.9984153509140015,positive
please focus on the functionality of the ape instead of spending money on the advertisements,1,2024-05-01,BOA,0.7919335961341858,positive
frequently crashing fix it please,1,2024-05-01,BOA,0.9488211274147034,positive
of the time it crashes,1,2024-05-01,BOA,-0.9993886947631836,negative
the worst update ever you don deserve one star,1,2024-05-01,BOA,-0.9997896552085876,negative
no feature works correctly its always buffering and needs probably high data so its useless,2,2024-04-30,BOA,-0.9997788071632385,negative
this ape is trash it not working for the past days we to go to the bank to send money to other banks plus the ape keeps crashing since the last update boa as bank is deteriorating this has to change,1,2024-04-30,BOA,-0.9987813830375671,negative
ape needs lot of work it continuously crashes and shuts down,1,2024-04-30,BOA,-0.9991317391395569,negative
not comfortable with this version its hard to down it load developer option is not allowed to use it as usual,5,2024-04-30,BOA,-0.9982402324676514,negative
this ape is so annoying as the previous version,3,2024-04-30,BOA,-0.9997804760932922,negative
need many improvements,2,2024-04-30,BOA,-0.8345046639442444,negative
great always great,5,2024-04-30,BOA,0.9998806715011597,positive
pic new,5,2024-04-30,BOA,0.709869921207428,positive
such junk application its not working at all waste of time,1,2024-04-30,BOA,-0.999788224697113,negative
hello is this new update cut it keeps kicking me out can make transaction fr,3,2024-04-30,BOA,-0.7775076627731323,negative
you guys keep on releasing unstable ape now it won login,2,2024-04-30,BOA,0.9992086291313171,positive
never ever seen the worst commercial ape like this in my life it does not work anything don't know how the it team of the bank tested and launch the ape its annoying,1,2024-04-30,BOA,-0.9995737671852112,negative
the best bank with the worst application and used service,1,2024-04-30,BOA,-0.9932793974876404,negative
the old version is best this one is so lagging and it not fast to quick transfer,1,2024-04-30,BOA,-0.9903862476348877,negative
the latest update has bug it keeps crashing please fix it it so inconvenient to do our business this way that or we will switch to other banks,3,2024-04-30,BOA,-0.9995556473731995,negative
amazing bank in ethiopia,5,2024-04-30,BOA,0.9998243451118469,positive
it does function properly you don even deserve one star please stop playing your dirty game on your customer,1,2024-04-29,BOA,0.9894068837165833,positive
that fantastic ape,2,2024-04-29,BOA,0.9998362064361572,positive
the best bank,5,2024-04-29,BOA,0.9998573064804077,positive
this ape has been found useless while compared with the first version of i that was very good you guys what is the matter with you you are far from the technology and the competitor digital product through convenience reliable baseness dashed be semen they are doing well share their experience and be able to satisfy your esteemed customers including me unless you will be down soon,1,2024-04-29,BOA,-0.9960894584655762,negative
this new update really sucks can even get the chance to put my pin bugs and everything please fix it developer,1,2024-04-29,BOA,-0.9996962547302246,negative
have never seen the worst mobile ape like this,5,2024-04-29,BOA,-0.9971266388893127,negative
very very good ape,5,2024-04-29,BOA,0.9998664855957031,positive
it keeps crashing,1,2024-04-29,BOA,-0.9201824069023132,negative
excited,5,2024-04-29,BOA,0.9997768998146057,positive
this ape in working well on techno phone what is the error,1,2024-04-29,BOA,-0.9986814856529236,negative
with every update the ape keeps on getting worse it is filled with bugs,1,2024-04-29,BOA,-0.9996483325958252,negative
not working properly why,1,2024-04-29,BOA,-0.9998063445091248,negative
the update ape is the worst one when compare with past,1,2024-04-28,BOA,-0.9997554421424866,negative
it nice the stack thing needs update thou,5,2024-04-28,BOA,0.9208932518959045,positive
this application is relatively good even if some times interpreted but polo is difficult application please improve it,5,2024-04-28,BOA,0.9944129586219788,positive
the ape is not properly working,3,2024-04-28,BOA,-0.9997894167900085,negative
it is always crushing it loved me out all the time,1,2024-04-28,BOA,0.6972783207893372,positive
love boa but the mobile ape in as good as the older version when the ape gets update it gets worse and worse it does even work fix the issue with that,2,2024-04-28,BOA,0.7743327021598816,positive
why why why it is difficult to make transactions it takes lot of time to make payments thought the update will make it work but it got worse please fix it,1,2024-04-28,BOA,-0.9996570348739624,negative
the worst ape have ever used could we given star if it worked properly even just for logging in and check my accounts seemed that impossible,1,2024-04-28,BOA,-0.9997779726982117,negative
very helpful ape,5,2024-04-27,BOA,0.9992202520370483,positive
very slow response try to some updates in the application,1,2024-04-27,BOA,-0.9996324777603149,negative
useless ape bank to bank transactions do not work at all wallet tops like telebirr take hours to reach what shame from bank this big,1,2024-04-26,BOA,-0.9997518658638,negative
really work very good ape like you boa,5,2024-04-26,BOA,0.9997357726097107,positive
the worst ape have ever seen,1,2024-04-25,BOA,-0.999775230884552,negative
tried it with different phones it only worked for about week and then it stopped working it needs some serious work,1,2024-04-25,BOA,-0.9991992115974426,negative
the only defect is that it is too slow,3,2024-04-25,BOA,-0.9989687204360962,negative
sorry to say it is very poor apes have decided to suspend the boa account,1,2024-04-25,BOA,-0.9996693134307861,negative
boa is the best ape but please clear instant or not instant option of send money be for asked,5,2024-04-24,BOA,-0.9636479020118713,negative
installed the latest version of this ape on my android device but it is not working have already received the activation key from your branch via sums but could activate it it is failed ape bet you don have a testers,1,2024-04-24,BOA,-0.9992837309837341,negative
this is not functional at all it takes forever to make transaction please improve it,1,2024-04-24,BOA,-0.9990617632865906,negative
nice ape,5,2024-04-24,BOA,0.9997218251228333,positive
can update the enable button not open,1,2024-04-24,BOA,-0.9980698227882385,negative
the best,5,2024-04-24,BOA,0.9998332262039185,positive
the bank always love and work with them is priceless,5,2024-04-24,BOA,0.9998065829277039,positive
it the best,5,2024-04-24,BOA,0.9998548030853271,positive
boa ape was one of my favorite back in the days now don if there is an ape worsen that this very very bad you need to fix it or remove it,1,2024-04-24,BOA,-0.9994986057281494,negative
this ape is very wonderful,5,2024-04-24,BOA,0.999887228012085,positive
it is not working at all,1,2024-04-24,BOA,-0.9997811913490295,negative
to slow,1,2024-04-23,BOA,-0.9994872808456421,negative
we never seen very worst mobile banking system like this lost birr because of your delay transaction system called and they told me stay for confirmation but after changed my mind and waiting for confirmation call to cancel the process they sent it with out my approval so please don use the mobile banking system please,1,2024-04-23,BOA,-0.9996100068092346,negative
in ethiopia pest bank,5,2024-04-23,BOA,-0.9949629306793213,negative
only problem is often it has connectivity issues,5,2024-04-23,BOA,-0.9931086301803589,negative
not bad but please make it lite plus,1,2024-04-23,BOA,0.9997780919075012,positive
it says something is wrong with your internet banking user go to your nearest branch it has been working since april,1,2024-04-22,BOA,-0.9993841648101807,negative
like this bank by his activity and respect customers look like my house,5,2024-04-22,BOA,0.9976688027381897,positive
bank of abyssinia,5,2024-04-22,BOA,-0.9480108618736267,negative
very fast also nice ape love it,5,2024-04-22,BOA,0.9997919201850891,positive
by far the nicest looking ape by an ethiopian bank but it functionality is weak it is full of transaction error function error kudos but it needs more backed work,2,2024-04-22,BOA,-0.9991247057914734,negative
not reliable always with some issues,1,2024-04-22,BOA,-0.9995911717414856,negative
right one,1,2024-04-22,BOA,0.9998385906219482,positive
