review_text,rating,date,bank_name,source
Hooo I love this application,5,2025-03-22,Commercial Bank of Ethiopia,Google Play
The app protects me from screenshot after update. Please make revision on the app.,4,2025-03-22,Commercial Bank of Ethiopia,Google Play
good,5,2025-03-22,Commercial Bank of Ethiopia,Google Play
nice app,5,2025-03-22,Commercial Bank of Ethiopia,Google Play
Screenshot or slip not working,2,2025-03-22,Commercial Bank of Ethiopia,Google Play
Good,5,2025-03-22,Commercial Bank of Ethiopia,Google Play
perfect,5,2025-03-22,Commercial Bank of Ethiopia,Google Play
thank you for help,5,2025-03-22,Commercial Bank of Ethiopia,Google Play
I'm sad guys what are you doing? Why did you add the screenshot restriction to the app? You just made it worse it was a great value to us. You need to rethink it. i will change the 1 star rating when you resolve the issue.,1,2025-03-22,Commercial Bank of Ethiopia,Google Play
good app,5,2025-03-22,Commercial Bank of Ethiopia,Google Play
Thise is helpfull and have good and easy for mobile money usage in ethiopia,5,2025-03-22,Commercial Bank of Ethiopia,Google Play
thank you,5,2025-03-22,Commercial Bank of Ethiopia,Google Play
good app.,5,2025-03-22,Commercial Bank of Ethiopia,Google Play
good,4,2025-03-22,Commercial Bank of Ethiopia,Google Play
"Old version was very friendly to use. Now we can't see the #Reason The #transaction history (very limited) and now it crash every time it's opened. More over, the last update prevents us from taking #screenshots. Thanks for the developers as they are getting more stupid than ever.",1,2025-03-21,Commercial Bank of Ethiopia,Google Play
good,5,2025-03-21,Commercial Bank of Ethiopia,Google Play
Since last week this app has started not working. It simply log in without network but can't sync. Please fix it.,5,2025-03-21,Commercial Bank of Ethiopia,Google Play
Good app,5,2025-03-21,Commercial Bank of Ethiopia,Google Play
good,5,2025-03-21,Commercial Bank of Ethiopia,Google Play
good,5,2025-03-21,Commercial Bank of Ethiopia,Google Play
good,5,2025-03-21,Commercial Bank of Ethiopia,Google Play
amazing👌🫶🙏,5,2025-03-21,Commercial Bank of Ethiopia,Google Play
What an absolutely terrible update. No screenshots and you still have this stupid restriction on developer options. WHAT ABOUT THOSE OF US WHO ARE ACTUALLY DEVELOPERS!!!!!! At this point telebirr just wins the game 100%. CBE. Do. Better!,1,2025-03-21,Commercial Bank of Ethiopia,Google Play
Wow its my in,5,2025-03-21,Commercial Bank of Ethiopia,Google Play
In the lasted update you removed the capability to screenshot transactions.,3,2025-03-21,Commercial Bank of Ethiopia,Google Play
how do you disable screenshots on a banking app you are very unserious people,1,2025-03-21,Commercial Bank of Ethiopia,Google Play
no screenshot and biometrics on this version wtfk?,3,2025-03-21,Commercial Bank of Ethiopia,Google Play
very good,5,2025-03-21,Commercial Bank of Ethiopia,Google Play
"Not Good, too lame to use",1,2025-03-21,Commercial Bank of Ethiopia,Google Play
good,5,2025-03-21,Commercial Bank of Ethiopia,Google Play
ረዘም ላለ ግዜ እየተጠቀምኩት ነው ይህን መተግበሪያ ጥሩ ነው ነገር ግን አንዳንድ ችግሮች አሉበት 1ኛ የከፈልኩበትን ደረሰኝ በግዜው ከልወሰድኩ ከሰላሳ ትራንዛክሽን በኅላ መልሼ ከዚህ በፊት የተገበያየውበትን ማግኘት አልችልም ልክ እንደ ሌሎች ባንኮች ምሳሌ (አቢሲኒያ አዋሽ..) ሌላው ብር ለመላክ አስቤ እልካለው ግን አካውንቴ ላይ ለተወሰነ ደቂቃ ከአካውንት ሰይቀንስ ይቆይና ያልገባ መስሎኝ ድጋሜ እልካለው ሁለት ግዜ ሰው ጋ ይገባና ሌላ ችግር ውስጥ መግባት ይህኛው በጣም ትኩረት ሊሰጠው የሚገባ ጉዳይ ነው ሌሎችንም ስህተቶችን ማንሳት ይቻላል ዋናውን ላንሳ ብዬ ነው እንጂ developerሮች በርቱ በየ ግዜው የሚሰጣችሁን feedback ተቀበሉ አሻሽሉት,3,2025-03-20,Commercial Bank of Ethiopia,Google Play
CBE app is great,5,2025-03-20,Commercial Bank of Ethiopia,Google Play
zaku,5,2025-03-20,Commercial Bank of Ethiopia,Google Play
its good and saving time,5,2025-03-20,Commercial Bank of Ethiopia,Google Play
"this new update(Mar 19,2025) is great in fixing bugs, stability and smooth experience I'll give u that but it came with a big shortcoming which is not allowing to take screenshot. I can't screenshot neither my balance nor the transaction or anything within the app, i understand it's for security reasons but please bring that back, allow us to take screenshot we need that. Thanks.",4,2025-03-20,Commercial Bank of Ethiopia,Google Play
"what went wrong, I couldn't take a screenshot.",3,2025-03-20,Commercial Bank of Ethiopia,Google Play
full,5,2025-03-20,Commercial Bank of Ethiopia,Google Play
good,5,2025-03-20,Commercial Bank of Ethiopia,Google Play
ok,5,2025-03-20,Commercial Bank of Ethiopia,Google Play
App is crushing recently. Please update.,4,2025-03-20,Commercial Bank of Ethiopia,Google Play
It is good but why screenshot is forbidden,4,2025-03-20,Commercial Bank of Ethiopia,Google Play
Taking away the screenshot of the receipt is just silly. Worse is tbe download button putting a copy of the screenshot - which you prevented to be taken - in tbe downloads folder where we cant attach directly from Whatsapp. Millions of people use the screenshot as proof of payment / transfer yet you make that harder for everyone? I have every user contacts the developer or manager who made this awful decision.,1,2025-03-20,Commercial Bank of Ethiopia,Google Play
good,5,2025-03-20,Commercial Bank of Ethiopia,Google Play
very good app,5,2025-03-20,Commercial Bank of Ethiopia,Google Play
best,5,2025-03-19,Commercial Bank of Ethiopia,Google Play
good,5,2025-03-19,Commercial Bank of Ethiopia,Google Play
New update version 5.0.9 keeps crashing it needs maintenance,3,2025-03-19,Commercial Bank of Ethiopia,Google Play
the update is unneeded,1,2025-03-19,Commercial Bank of Ethiopia,Google Play
Reliable bank,5,2025-03-19,Commercial Bank of Ethiopia,Google Play
as if the update of march 19 i can't take a screenshot in the app. i can just save it as file and that is so annoying. i used to save all screenshot in my gallery in one folder now with the extra steps added i have to save the file go to file and then screenshot it. the solution is to allow the screenshot to be save in to gallery automatically. i wish you give this review attention and resolve the issue shortly.,2,2025-03-19,Commercial Bank of Ethiopia,Google Play
it is good app but when I make inter bank transaction It can't display The receiver account number and name of receiver and also receiver bank,4,2025-03-19,Commercial Bank of Ethiopia,Google Play
ጥሩነዉ።,5,2025-03-19,Commercial Bank of Ethiopia,Google Play
good,5,2025-03-19,Commercial Bank of Ethiopia,Google Play
perfect app,5,2025-03-19,Commercial Bank of Ethiopia,Google Play
It was nice but now it dose not opened the transactions,5,2025-03-18,Commercial Bank of Ethiopia,Google Play
it's great,5,2025-03-18,Commercial Bank of Ethiopia,Google Play
Good,4,2025-03-18,Commercial Bank of Ethiopia,Google Play
good,5,2025-03-18,Commercial Bank of Ethiopia,Google Play
ኧረ ውረድ,5,2025-03-18,Commercial Bank of Ethiopia,Google Play
Good,5,2025-03-17,Commercial Bank of Ethiopia,Google Play
simple to use,5,2025-03-17,Commercial Bank of Ethiopia,Google Play
The apps is good to use,5,2025-03-17,Commercial Bank of Ethiopia,Google Play
It's best app but Please add(included) payment of water bill,4,2025-03-17,Commercial Bank of Ethiopia,Google Play
the app has a bug and it keeps crashing 😑 please provide an update and fix the issue thank you....,3,2025-03-17,Commercial Bank of Ethiopia,Google Play
This is my favorite App,5,2025-03-17,Commercial Bank of Ethiopia,Google Play
CBE i like,5,2025-03-16,Commercial Bank of Ethiopia,Google Play
1.we can't get mobile Token on CBE App or any other online. This is need to improve 2.internet banking is always say authenticate error after some weeks this is need to improve.,4,2025-03-16,Commercial Bank of Ethiopia,Google Play
Good,5,2025-03-15,Commercial Bank of Ethiopia,Google Play
excellent app for account transaction specially for bussiness customers and a good method to pay bills and different personal payment.,5,2025-03-15,Commercial Bank of Ethiopia,Google Play
የሚገርም አፕ ተመችቶኛል 🙏❤,5,2025-03-14,Commercial Bank of Ethiopia,Google Play
Wow,5,2025-03-14,Commercial Bank of Ethiopia,Google Play
"The app has brought a new problem. When i open the app, it closes itself then i have to open it again. Please fix this issue if it's your problem",3,2025-03-14,Commercial Bank of Ethiopia,Google Play
Good,5,2025-03-14,Commercial Bank of Ethiopia,Google Play
Wow,5,2025-03-14,Commercial Bank of Ethiopia,Google Play
በጣም ጥሩ አፕልኬሽን ነው,2,2025-03-14,Commercial Bank of Ethiopia,Google Play
"In my view, I can't give any conclusion because it's the starting of an online banking in my country. However, the commercial bank of ethiopia must rebuild this app and also need to make more access to changing the system. Keep continuing ethiopia 🇪🇹 🇪🇹🇪🇹🇪🇹",5,2025-03-14,Commercial Bank of Ethiopia,Google Play
Very attractive and user-friendly,5,2025-03-13,Commercial Bank of Ethiopia,Google Play
Good apps,5,2025-03-13,Commercial Bank of Ethiopia,Google Play
My special app and my proud bank of Ethiopia.,5,2025-03-13,Commercial Bank of Ethiopia,Google Play
The app need update it always crash,1,2025-03-13,Commercial Bank of Ethiopia,Google Play
Good,5,2025-03-13,Commercial Bank of Ethiopia,Google Play
It is very comfortable and simple to use!!! But whay standing order is not work?,5,2025-03-13,Commercial Bank of Ethiopia,Google Play
Good,5,2025-03-13,Commercial Bank of Ethiopia,Google Play
"One of the best apps I have used ,",5,2025-03-13,Commercial Bank of Ethiopia,Google Play
Asela,1,2025-03-13,Commercial Bank of Ethiopia,Google Play
I am appreciate this app,5,2025-03-13,Commercial Bank of Ethiopia,Google Play
Wow,5,2025-03-12,Commercial Bank of Ethiopia,Google Play
Excellent app,5,2025-03-12,Commercial Bank of Ethiopia,Google Play
I'm very happy using this app. Thanks to developers.,5,2025-03-12,Commercial Bank of Ethiopia,Google Play
CBE birr app is my best choice.,5,2025-03-12,Commercial Bank of Ethiopia,Google Play
Good,5,2025-03-12,Commercial Bank of Ethiopia,Google Play
Exceptional/incredible,5,2025-03-12,Commercial Bank of Ethiopia,Google Play
CBE,5,2025-03-11,Commercial Bank of Ethiopia,Google Play
Joyful app,5,2025-03-11,Commercial Bank of Ethiopia,Google Play
Unstatisfied with the new update keeps crashing every now and then and even though i haven't reached the max txn per day still refuses to transfer...probably going to change my bank if it's not fixed asap,1,2025-03-10,Commercial Bank of Ethiopia,Google Play
Good app,3,2025-03-10,Commercial Bank of Ethiopia,Google Play
It is one of the disappointed Bank you don't suppose to include Ethiopian on your name you don't deserve it.,1,2025-03-10,Commercial Bank of Ethiopia,Google Play
Simple and easy to use,5,2025-03-10,Commercial Bank of Ethiopia,Google Play
it's not good app,5,2025-03-10,Commercial Bank of Ethiopia,Google Play
"I have been using CBE App for long, but recently it has started crashing repeatedly and even my phone is reporting that the app has bugs and tells me to wait the developer to fix these bugs.",1,2025-03-09,Commercial Bank of Ethiopia,Google Play
The great app CBE,5,2025-03-09,Commercial Bank of Ethiopia,Google Play
Why it asks me Update repeatedly as soon as I download it !!,1,2025-03-09,Commercial Bank of Ethiopia,Google Play
Good,5,2025-03-08,Commercial Bank of Ethiopia,Google Play
Commercial Bnk Rate this,5,2025-03-08,Commercial Bank of Ethiopia,Google Play
ዋው,5,2025-03-08,Commercial Bank of Ethiopia,Google Play
It is good for many aspect. If I can get transactions report with time duration(periodically),3,2025-03-07,Commercial Bank of Ethiopia,Google Play
its so excellent app,5,2025-03-07,Commercial Bank of Ethiopia,Google Play
Due to connection problem,1,2025-03-07,Commercial Bank of Ethiopia,Google Play
Good,5,2025-03-07,Commercial Bank of Ethiopia,Google Play
Best performing app,5,2025-03-07,Commercial Bank of Ethiopia,Google Play
I love it,5,2025-03-06,Commercial Bank of Ethiopia,Google Play
Best banck in Ethiopia,5,2025-03-06,Commercial Bank of Ethiopia,Google Play
Best app,5,2025-03-06,Commercial Bank of Ethiopia,Google Play
Two step verification update is fake (meaningless). Why because the app gives you an option of to use pin while requesting two step verification step. 🔐 This updated app is not differ than the previous one in case of security & safegaurding users.👹👹💀💀 The other features of the app are best and easy to use it.⭐️⭐️⭐️⭐️⭐️,1,2025-03-06,Commercial Bank of Ethiopia,Google Play
Its good,5,2025-03-05,Commercial Bank of Ethiopia,Google Play
Good,5,2025-03-05,Commercial Bank of Ethiopia,Google Play
Tashoo damisee,4,2025-03-05,Commercial Bank of Ethiopia,Google Play
