review,rating,date,bank,source
wat is problem,5,2025-01-03,Commercial Bank of Ethiopia,Google Play
commercial bank,4,2025-01-02,Commercial Bank of Ethiopia,Google Play
what your problem with developer option,1,2025-01-02,Commercial Bank of Ethiopia,Google Play
can access this ape without turning off the developer option mode,1,2025-01-02,Commercial Bank of Ethiopia,Google Play
always their is man function,1,2025-01-02,Commercial Bank of Ethiopia,Google Play
it slow and unused ape,1,2025-01-02,Commercial Bank of Ethiopia,Google Play
no speed to reload,5,2025-01-02,Commercial Bank of Ethiopia,Google Play
thanks for your,5,2025-01-02,Commercial Bank of Ethiopia,Google Play
its not opening,5,2025-01-02,Commercial Bank of Ethiopia,Google Play
very nice and fast ape,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
simple bug fix would help if current exchange rate is displayed on the ape,4,2025-01-01,Commercial Bank of Ethiopia,Google Play
the not allowing the ape while developer options is on needs to be fixed why the hell is an ape telling me what to do with my own os this is an unnecessary fix that needs to be fixed,1,2025-01-01,Commercial Bank of Ethiopia,Google Play
the recent update automatically turns the developers option on and when one starts the ape message pops up saying the ape does not work with the developers option on so one has to go to the settings and manually turn the developers option off otherwise the ape does work,3,2025-01-01,Commercial Bank of Ethiopia,Google Play
very useful ape,2,2025-01-01,Commercial Bank of Ethiopia,Google Play
when after updating the ape it asked me to turn off developer mode how do do that,4,2025-01-01,Commercial Bank of Ethiopia,Google Play
that good for me,4,2025-01-01,Commercial Bank of Ethiopia,Google Play
working doing vastly,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
the poorest ape,4,2025-01-01,Commercial Bank of Ethiopia,Google Play
the inconvenience of this ape is that it requires developer options to be turned off this hinders my ability to customize my phone as some of the customization can only be done in the developer options also it did have this requirement before so why now and please return it how it was because this should not be an issue also when transaction is completed before it used to allow me to save the image of the completed transaction now it does so please fix that also,1,2025-01-01,Commercial Bank of Ethiopia,Google Play
smart ape,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
worst update ever it asked to disable the developer option which they don have any authority over most useless update ever wish could give it star if it was possible why do you care about my phone settings stupid developers should switch to other banks,1,2025-01-01,Commercial Bank of Ethiopia,Google Play
muftearashide,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
wow wonderful ape thank you so much,4,2025-01-01,Commercial Bank of Ethiopia,Google Play
it ask me your developer mode is on and its not working for me,1,2025-01-01,Commercial Bank of Ethiopia,Google Play
the last update is useless,1,2024-12-31,Commercial Bank of Ethiopia,Google Play
it is vary good,5,2024-12-31,Commercial Bank of Ethiopia,Google Play
security,1,2024-12-31,Commercial Bank of Ethiopia,Google Play
like you this ape,5,2024-12-31,Commercial Bank of Ethiopia,Google Play
its good ape,1,2024-12-31,Commercial Bank of Ethiopia,Google Play
it is and better than,5,2024-12-31,Commercial Bank of Ethiopia,Google Play
the update in working,1,2024-12-31,Commercial Bank of Ethiopia,Google Play
as an ape developer rely on developer mode to build and test apes but this ape blocks access entirely if it enabled this restriction is unnecessary and makes it impossible for developers to use the service instead of outright blocking consider implementing enhanced security measures that don alienate professionals who need this setting please reconsider this policy,2,2024-12-31,Commercial Bank of Ethiopia,Google Play
it really helpful,1,2024-12-31,Commercial Bank of Ethiopia,Google Play
no work on my device,5,2024-12-31,Commercial Bank of Ethiopia,Google Play
not convince in slow no,5,2024-12-31,Commercial Bank of Ethiopia,Google Play
weak update it stops when want to set two step verification on and it is only applicable if developer options are on why please tell me the reason,1,2024-12-31,Commercial Bank of Ethiopia,Google Play
why not used on these devices,5,2024-12-30,Commercial Bank of Ethiopia,Google Play
updates went to dismiss the developer option,2,2024-12-30,Commercial Bank of Ethiopia,Google Play
best mobile banking ape moreover will rate stars as soon as you add account statement display menu in it hopefully waiting thank you in advance,4,2024-12-30,Commercial Bank of Ethiopia,Google Play
even it is problem to update the ape fix the issue first,1,2024-12-30,Commercial Bank of Ethiopia,Google Play
god apples,5,2024-12-30,Commercial Bank of Ethiopia,Google Play
the review page keeps loading and even sync is completed the history page always shows old unknown transactions edited guess the loading page means it expires and needs to go to the nearest bank and ask for an extension for another years upgrade to stars,3,2024-12-30,Commercial Bank of Ethiopia,Google Play
simple easy platform,5,2024-12-30,Commercial Bank of Ethiopia,Google Play
more than years,5,2024-12-30,Commercial Bank of Ethiopia,Google Play
years ecxepiranes,5,2024-12-29,Commercial Bank of Ethiopia,Google Play
best ape from any others ape,5,2024-12-29,Commercial Bank of Ethiopia,Google Play
it very simple and useful for customer and also easier from other options of this bank but its hard sometimes when the net work is busy and inquiry some add update from the branch technical stuff when you want this application for critical case the application was inquiring you in wanted update,5,2024-12-29,Commercial Bank of Ethiopia,Google Play
this ape is best if you add fingerprint or facial authentication instead of the current one,5,2024-12-29,Commercial Bank of Ethiopia,Google Play
like this application,4,2024-12-29,Commercial Bank of Ethiopia,Google Play
best quality service,5,2024-12-29,Commercial Bank of Ethiopia,Google Play
your service is very very nice,5,2024-12-29,Commercial Bank of Ethiopia,Google Play
the worst ape have ever seen,1,2024-12-28,Commercial Bank of Ethiopia,Google Play
it is best duplication which real on,5,2024-12-28,Commercial Bank of Ethiopia,Google Play
why we can make transfer with foreign banks,1,2024-12-28,Commercial Bank of Ethiopia,Google Play
the worst update,1,2024-12-28,Commercial Bank of Ethiopia,Google Play
looks great but it has no option for accessing our transaction history for some days back this makes our work bad,5,2024-12-27,Commercial Bank of Ethiopia,Google Play
everything is good except that it asking me for update too much even though updated the ape many times and still mentioning that it is critical update so plus fix that,4,2024-12-27,Commercial Bank of Ethiopia,Google Play
difficult to update,1,2024-12-27,Commercial Bank of Ethiopia,Google Play
you should be boa the ape active by self so please arrange now and for activation service was pay birr this is unfair,1,2024-12-27,Commercial Bank of Ethiopia,Google Play
simplest ape that have ever used,5,2024-12-27,Commercial Bank of Ethiopia,Google Play
this ape is the best easy and more clear to use including its features to understand so liked it because the ape made the life of customers easy thanks be and the ape,5,2024-12-27,Commercial Bank of Ethiopia,Google Play
after the update the system the requirement for minimal is not fair,2,2024-12-26,Commercial Bank of Ethiopia,Google Play
it so good,5,2024-12-26,Commercial Bank of Ethiopia,Google Play
perfect,5,2024-12-26,Commercial Bank of Ethiopia,Google Play
its the best and fast,5,2024-12-26,Commercial Bank of Ethiopia,Google Play
its great,5,2024-12-26,Commercial Bank of Ethiopia,Google Play
good and the great,5,2024-12-25,Commercial Bank of Ethiopia,Google Play
not used fully amount,1,2024-12-25,Commercial Bank of Ethiopia,Google Play
timeout,5,2024-12-25,Commercial Bank of Ethiopia,Google Play
good commercial bank of ethiopia,5,2024-12-25,Commercial Bank of Ethiopia,Google Play
used for long time its best ape,5,2024-12-24,Commercial Bank of Ethiopia,Google Play
very good and easy to use,5,2024-12-24,Commercial Bank of Ethiopia,Google Play
have very happiness by this service thank you be,5,2024-12-24,Commercial Bank of Ethiopia,Google Play
this ape is not working properly,5,2024-12-24,Commercial Bank of Ethiopia,Google Play
be my device don work,1,2024-12-23,Commercial Bank of Ethiopia,Google Play
its good enough to transaction,4,2024-12-23,Commercial Bank of Ethiopia,Google Play
love it its simple to use,5,2024-12-23,Commercial Bank of Ethiopia,Google Play
lot of errors,1,2024-12-22,Commercial Bank of Ethiopia,Google Play
good but it needs good network,5,2024-12-22,Commercial Bank of Ethiopia,Google Play
simplest and good way of using internet banking it very interesting ape,5,2024-12-21,Commercial Bank of Ethiopia,Google Play
very good for security,5,2024-12-21,Commercial Bank of Ethiopia,Google Play
try to fix ur night time network setup,4,2024-12-20,Commercial Bank of Ethiopia,Google Play
its good works great,5,2024-12-20,Commercial Bank of Ethiopia,Google Play
this is the worst update ever the older version was better it has so much bug,1,2024-12-20,Commercial Bank of Ethiopia,Google Play
best mobile banking ape in ethiopia,5,2024-12-20,Commercial Bank of Ethiopia,Google Play
sometimes stack,1,2024-12-20,Commercial Bank of Ethiopia,Google Play
the most worst update it even does let you know ur balance it does respond quickly,1,2024-12-20,Commercial Bank of Ethiopia,Google Play
in the previous gave for this ape based on my evaluation this ape was without biometric security and may be exposed to cheaters unexpectedly it is solved now you can add verification security on the setting ape but there is something problem still with verification it must prevent logging in without correct input fingerprint,5,2024-12-20,Commercial Bank of Ethiopia,Google Play
it is the best,5,2024-12-20,Commercial Bank of Ethiopia,Google Play
this is good happy,5,2024-12-19,Commercial Bank of Ethiopia,Google Play
before the new version the ape was fast and merits however following the upgrade the ape is slow and takes time to reload apes are useless without speed so make them work,1,2024-12-19,Commercial Bank of Ethiopia,Google Play
the bank you relays on,5,2024-12-18,Commercial Bank of Ethiopia,Google Play
this ape fast and fact every solution thanks,5,2024-12-18,Commercial Bank of Ethiopia,Google Play
it stuck many time can transfer my own money the time need it must be update but if the sticking prevent it is great ape,3,2024-12-18,Commercial Bank of Ethiopia,Google Play
easy to use and fast,4,2024-12-18,Commercial Bank of Ethiopia,Google Play
it is ni ce,5,2024-12-18,Commercial Bank of Ethiopia,Google Play
it is very nice ape,5,2024-12-18,Commercial Bank of Ethiopia,Google Play
it might be fake be aware it not working,1,2024-12-17,Commercial Bank of Ethiopia,Google Play
rated,5,2024-12-17,Commercial Bank of Ethiopia,Google Play
it made life simple,5,2024-12-17,Commercial Bank of Ethiopia,Google Play
it easy and convenient,5,2024-12-17,Commercial Bank of Ethiopia,Google Play
this bank is one of worst bank stealing poor peoples money,1,2024-12-17,Commercial Bank of Ethiopia,Google Play
very convenient and user friendly ape love it,4,2024-12-17,Commercial Bank of Ethiopia,Google Play
my experience with this ape has been outstanding so far but sometimes it has hard time connecting with network and makes it hard to make transactions apart from that it amazing,4,2024-12-17,Commercial Bank of Ethiopia,Google Play
even if had balance of could even transfer any of my balance starting from,1,2024-12-17,Commercial Bank of Ethiopia,Google Play
best application mobile bank,5,2024-12-17,Commercial Bank of Ethiopia,Google Play
it is keeping to say this ape is rooted you can use it what is the problem,1,2024-12-17,Commercial Bank of Ethiopia,Google Play
is this the latest be ape,5,2024-12-17,Commercial Bank of Ethiopia,Google Play
i can not see the receipt why,5,2024-12-17,Commercial Bank of Ethiopia,Google Play
how to play sierra critical,5,2024-12-16,Commercial Bank of Ethiopia,Google Play
it very good ape for transactions to give you star one more thing you need to do is include bank statement showing methods and one more thing after you take your commission why you take birr monthly without my confirmation,4,2024-12-16,Commercial Bank of Ethiopia,Google Play
fast ape,4,2024-12-16,Commercial Bank of Ethiopia,Google Play
please add the biometric system on the ape,5,2024-12-15,Commercial Bank of Ethiopia,Google Play
am so disappointed because the application does clearly show how many birr it will charge for every transaction rather than just deducted the money as user we should have the right to know the amount of money that is going to be deducted it is very deceptive tactic it should be improved immediately,1,2024-12-15,Commercial Bank of Ethiopia,Google Play
transfer to telebirr fee above birr,1,2024-12-15,Commercial Bank of Ethiopia,Google Play
convenient and safe to use better to show more transaction history,5,2024-12-14,Commercial Bank of Ethiopia,Google Play
best application for ever thank you very much indeed for your understanding me,5,2024-12-14,Commercial Bank of Ethiopia,Google Play
it takes ur money out of no where,1,2024-12-14,Commercial Bank of Ethiopia,Google Play
best easy ape,5,2024-12-14,Commercial Bank of Ethiopia,Google Play
good service for me because it saves my time there no need to go to the brunch to transfer the money my bank is going to anywhere with so can do anything on my mobile banking thanks for your service,5,2024-12-13,Commercial Bank of Ethiopia,Google Play
awesome and very simple to use love it,5,2024-12-13,Commercial Bank of Ethiopia,Google Play
be is most fantastic and for action ape bee used every parson cab is my dream eat com for every population if you need highly educated to see about cab used ape of cab wallet with all transactions in all world bank to bee exchange rate more information with be mobile ape you can perform banking tasks anywhere at anytime commercial bank of ethiopia mobile banking the official ape of be for android be android mobile application gives you access to your account on your android phone,5,2024-12-12,Commercial Bank of Ethiopia,Google Play
it good but it is very busy occasionally,3,2024-12-12,Commercial Bank of Ethiopia,Google Play
be is great ape,5,2024-12-09,Commercial Bank of Ethiopia,Google Play
its weak application,1,2024-12-09,Commercial Bank of Ethiopia,Google Play
vary excellent but update balance not seen at time transaction,4,2024-12-09,Commercial Bank of Ethiopia,Google Play
why it haven't birr,5,2024-12-08,Commercial Bank of Ethiopia,Google Play
its not work as expectations,1,2024-12-07,Commercial Bank of Ethiopia,Google Play
not that much good,1,2024-12-07,Commercial Bank of Ethiopia,Google Play
good perfect,5,2024-12-06,Commercial Bank of Ethiopia,Google Play
perfect,5,2024-12-06,Commercial Bank of Ethiopia,Google Play
great ape convenient for making payments and transactions this be,5,2024-12-06,Commercial Bank of Ethiopia,Google Play
my all time best application,5,2024-12-06,Commercial Bank of Ethiopia,Google Play
year experienced on this ape,5,2024-12-06,Commercial Bank of Ethiopia,Google Play
it professional ape like this ape,5,2024-12-06,Commercial Bank of Ethiopia,Google Play
it is very good it is very useful it is problem solver,5,2024-12-06,Commercial Bank of Ethiopia,Google Play
superb ape serves better than expected in remote and hardly internet connection covered areas while in the field work thanks team,5,2024-12-03,Commercial Bank of Ethiopia,Google Play
it amazing,5,2024-12-02,Commercial Bank of Ethiopia,Google Play
we noticed two key issues with your ape username visibility the ape does display the username making verification difficult please add this feature transaction history transaction history gets deleted if the ape is reinstalled this data should remain accessible unless manually deleted by the user load more option for older transactions would also be helpful these issues have caused inconvenience fixing them would greatly improve the user experience thank you,5,2024-12-01,Commercial Bank of Ethiopia,Google Play
this ape is just sweet,5,2024-11-30,Commercial Bank of Ethiopia,Google Play
it is the best application that makes life easier and provides fast service,5,2024-11-30,Commercial Bank of Ethiopia,Google Play
fast and reliable,4,2024-11-30,Commercial Bank of Ethiopia,Google Play
the good ape,5,2024-11-29,Commercial Bank of Ethiopia,Google Play
self transfer has problem does tell weather transferred or not after the process i ignore the final issuance of receipt,2,2024-11-28,Commercial Bank of Ethiopia,Google Play
really,5,2024-11-27,Commercial Bank of Ethiopia,Google Play
have to log out and wait for more minutes to make another transfer get charged for not satisfactory transfer amount on some days see some transactions with different amount of transfers which don do can not transfer more than and charger for every transfer is not fair and wish to know for ethiopians where exactly is there country to live in,1,2024-11-26,Commercial Bank of Ethiopia,Google Play
pretty straightforward does what it supposed to do wish it had beefier more detailed recent transactions though,4,2024-11-25,Commercial Bank of Ethiopia,Google Play
the system is slow,5,2024-11-22,Commercial Bank of Ethiopia,Google Play
this works fine nice but was wondering can see my statement from the ape,4,2024-11-21,Commercial Bank of Ethiopia,Google Play
it used to work fine but nowadays if try to use it after midnight it does always work either with i i or data and sometimes we gotta pay things before the dead line and boom it does work,3,2024-11-20,Commercial Bank of Ethiopia,Google Play
like this ape it easy to use and quite flexible it nice,5,2024-11-19,Commercial Bank of Ethiopia,Google Play
from my over thirty five years customer of the commercial bank of ethiopia find it to dependable bank,5,2024-11-19,Commercial Bank of Ethiopia,Google Play
its good bank in ethiopia,4,2024-11-19,Commercial Bank of Ethiopia,Google Play
it good,5,2024-11-18,Commercial Bank of Ethiopia,Google Play
the best banking and application,5,2024-11-18,Commercial Bank of Ethiopia,Google Play
feature to add beneficiary account from older version in available on this one and the greeting notification that pops out during every log in is boring,1,2024-11-17,Commercial Bank of Ethiopia,Google Play
problems seen account banning without my permission,2,2024-11-17,Commercial Bank of Ethiopia,Google Play
like this ape it is very helpful the draw back is it does order transactions accordingly and it stops responding without any notification,3,2024-11-16,Commercial Bank of Ethiopia,Google Play
sometimes it is very difficult to open,1,2024-11-15,Commercial Bank of Ethiopia,Google Play
it is easy comfortable and smart latest advanced digitalized application of be,5,2024-11-15,Commercial Bank of Ethiopia,Google Play
one of the best,5,2024-11-14,Commercial Bank of Ethiopia,Google Play
best ape to use money transfer,5,2024-11-13,Commercial Bank of Ethiopia,Google Play
best in ethiopia,5,2024-11-13,Commercial Bank of Ethiopia,Google Play
it is very easy to use and preferable overall really liked this ape,4,2024-11-13,Commercial Bank of Ethiopia,Google Play
that good,5,2024-11-12,Commercial Bank of Ethiopia,Google Play
fantastic and very helpful,5,2024-11-12,Commercial Bank of Ethiopia,Google Play
it nice,5,2024-11-12,Commercial Bank of Ethiopia,Google Play
really love this ape it amazing,5,2024-11-11,Commercial Bank of Ethiopia,Google Play
the unsubscribe button in the be android ape is misplaced it should be at the middle of the menu or somewhere else rather than at the end the end is usually for log out and inadvertently touched unsubscribe many times this could lead to customers accidentally unsubscribing from the service,4,2024-11-11,Commercial Bank of Ethiopia,Google Play
very good service,5,2024-11-11,Commercial Bank of Ethiopia,Google Play
hello all ethiopian to east africa and all over the world am from ethiopia was have designed new digital transaction system in ethiopia this our money transaction to be active when we need all our transaction to any where this is also excellent way to connect by digital transaction with global country like china us italy phil et through the world we have been lucky by making great digital connection system to develop our be birr with global transaction in ethiopia,5,2024-11-10,Commercial Bank of Ethiopia,Google Play
best ape in ethiopia,5,2024-11-10,Commercial Bank of Ethiopia,Google Play
interesting application,5,2024-11-10,Commercial Bank of Ethiopia,Google Play
the best application and easy my life,5,2024-11-10,Commercial Bank of Ethiopia,Google Play
amazing it easy to use,5,2024-11-09,Commercial Bank of Ethiopia,Google Play
very great job,4,2024-11-09,Commercial Bank of Ethiopia,Google Play
have no experience about this,5,2024-11-09,Commercial Bank of Ethiopia,Google Play
it is good but not sufficient,5,2024-11-09,Commercial Bank of Ethiopia,Google Play
statement is limited with one screen display there should be access to see my transactions of at least months before sometimes debit credit is not shown on the account details,2,2024-11-09,Commercial Bank of Ethiopia,Google Play
the commercial bank of ethiopia be is pillar of financial strength and stability in ethiopia as the largest and most established bank in the country it fosters economic growth promotes financial inclusion and supports businesses of all sizes be mobile banking ape enhances convenience by enabling millions to access banking services anytime anywhere keep up good work,5,2024-11-09,Commercial Bank of Ethiopia,Google Play
am unable to open or use the application,2,2024-11-08,Commercial Bank of Ethiopia,Google Play
thinkbyou,2,2024-11-07,Commercial Bank of Ethiopia,Google Play
like this application and your banking systems,5,2024-11-07,Commercial Bank of Ethiopia,Google Play
wow fast network,5,2024-11-07,Commercial Bank of Ethiopia,Google Play
it so intermittent,2,2024-11-07,Commercial Bank of Ethiopia,Google Play
you brought new feature which is standing order but it does have option to delete edit amount,4,2024-11-06,Commercial Bank of Ethiopia,Google Play
like this ape but it done not work so fix it please,1,2024-11-06,Commercial Bank of Ethiopia,Google Play
very nice,5,2024-11-06,Commercial Bank of Ethiopia,Google Play
very good,5,2024-11-05,Commercial Bank of Ethiopia,Google Play
easy and accessible easily,5,2024-11-05,Commercial Bank of Ethiopia,Google Play
very great application,5,2024-11-04,Commercial Bank of Ethiopia,Google Play
it shows limited number of transaction history and it does show transactions history in the order of arrival,1,2024-11-04,Commercial Bank of Ethiopia,Google Play
good and better ape compared to other bank but the reward narration is committed when we make screenshoot so better to include the remark,5,2024-11-04,Commercial Bank of Ethiopia,Google Play
the best service,5,2024-11-04,Commercial Bank of Ethiopia,Google Play
very nice applications very useful ape,5,2024-11-02,Commercial Bank of Ethiopia,Google Play
am using the a it is amazing,5,2024-11-02,Commercial Bank of Ethiopia,Google Play
loved it exceptionally easy friendly interface with no adds and complicated extensions ape,5,2024-10-31,Commercial Bank of Ethiopia,Google Play
keep the good work,5,2024-10-30,Commercial Bank of Ethiopia,Google Play
working very good yet than the other methods know before,5,2024-10-30,Commercial Bank of Ethiopia,Google Play
this ape is very interesting fast transaction and preferable system,5,2024-10-30,Commercial Bank of Ethiopia,Google Play
avery good ape designed by be makes life easier,4,2024-10-30,Commercial Bank of Ethiopia,Google Play
best ethiopian bank,5,2024-10-28,Commercial Bank of Ethiopia,Google Play
fast service,5,2024-10-28,Commercial Bank of Ethiopia,Google Play
the leading bank in ethiopia,5,2024-10-27,Commercial Bank of Ethiopia,Google Play
very efficient ape,5,2024-10-27,Commercial Bank of Ethiopia,Google Play
it better for using wherever we are,5,2024-10-24,Commercial Bank of Ethiopia,Google Play
liked this ape,5,2024-10-24,Commercial Bank of Ethiopia,Google Play
the best mobile banking in the world love it thank you but try to have more servers sometimes it is busy,4,2024-10-21,Commercial Bank of Ethiopia,Google Play
new technology,5,2024-10-21,Commercial Bank of Ethiopia,Google Play
bast mobile banking in ethiopia,2,2024-10-20,Commercial Bank of Ethiopia,Google Play
its so good ape,5,2024-10-20,Commercial Bank of Ethiopia,Google Play
very good for transaction,5,2024-10-19,Commercial Bank of Ethiopia,Google Play
this good mobile banking ape ever used but it says this device is rooted you cannot run this ape on this device,1,2024-10-18,Commercial Bank of Ethiopia,Google Play
try to update it,1,2024-10-18,Commercial Bank of Ethiopia,Google Play
fantastic it has supersonic speed,5,2024-10-18,Commercial Bank of Ethiopia,Google Play
beast,5,2024-10-18,Commercial Bank of Ethiopia,Google Play
such great ape,5,2024-10-16,Commercial Bank of Ethiopia,Google Play
it is service that is not expected from such large institution saw that your work is very complicated the user does not understand well your application in general you have many problems this application is not convenient for the end user for instance can access my account from abroad what deposited amount and transfer from my account to any any one it is shame,1,2024-10-16,Commercial Bank of Ethiopia,Google Play
cannot access with no reason,1,2024-10-16,Commercial Bank of Ethiopia,Google Play
like the ape easy to use if possible please add some more features like calculator simply add one more icon with calculator function so the users can easily do some calculation without closing the ape,4,2024-10-15,Commercial Bank of Ethiopia,Google Play
it was good because of its wide area usage possibility but has so many problem with transaction daily information and availability duration,3,2024-10-15,Commercial Bank of Ethiopia,Google Play
it not secure enough you don have biometric option,1,2024-10-14,Commercial Bank of Ethiopia,Google Play
the ape only shows limited record amount of transaction it crashes again and again,1,2024-10-14,Commercial Bank of Ethiopia,Google Play
need money,3,2024-10-13,Commercial Bank of Ethiopia,Google Play
that was good ape,5,2024-10-13,Commercial Bank of Ethiopia,Google Play
fast and easy to use simple ape at all,4,2024-10-13,Commercial Bank of Ethiopia,Google Play
best application ever,5,2024-10-13,Commercial Bank of Ethiopia,Google Play
it is an amazing ape like its features,5,2024-10-13,Commercial Bank of Ethiopia,Google Play
please bring back the reason of transfer reference format on the receipt plus plus for those of us who have multiple transactions it very important to trace the receipts by looking at the references,3,2024-10-13,Commercial Bank of Ethiopia,Google Play
commercial date,5,2024-10-12,Commercial Bank of Ethiopia,Google Play
no have all monthly statement,2,2024-10-12,Commercial Bank of Ethiopia,Google Play
love this ape it is fast and suitable for use,5,2024-10-11,Commercial Bank of Ethiopia,Google Play
wow ethic tell,3,2024-10-11,Commercial Bank of Ethiopia,Google Play
find this ape user friendly and reliable,5,2024-10-11,Commercial Bank of Ethiopia,Google Play
it good but in the history list it does show reason for transactions,4,2024-10-11,Commercial Bank of Ethiopia,Google Play
this ape is not set up for diaspora users it works fine until you needed new verification code or you change your cell phone and try to use the ape on the new phone you will not be able to get the verification key that it is asking for just for changing your phone it requires you to go the nearest branch to get the verification key for me this will be travelling to ethiopia from us just to get this code even my sister joint fact holder has my power of attorney could not help me,1,2024-10-11,Commercial Bank of Ethiopia,Google Play
which is very important,5,2024-10-10,Commercial Bank of Ethiopia,Google Play
please send me your details please,5,2024-10-10,Commercial Bank of Ethiopia,Google Play
its good for digital marketing,5,2024-10-09,Commercial Bank of Ethiopia,Google Play
too nice ape my time saving,5,2024-10-07,Commercial Bank of Ethiopia,Google Play
this ape is so strong,2,2024-10-07,Commercial Bank of Ethiopia,Google Play
one of the best banking apes,5,2024-10-06,Commercial Bank of Ethiopia,Google Play
unexpected apes because this is bad unfortunately error,1,2024-10-06,Commercial Bank of Ethiopia,Google Play
one of the fastest ape ever used,5,2024-10-06,Commercial Bank of Ethiopia,Google Play
your ape is so amazing,5,2024-10-05,Commercial Bank of Ethiopia,Google Play
discount service fee,2,2024-10-05,Commercial Bank of Ethiopia,Google Play
my choice bank commercial bank of ethiopia,5,2024-10-05,Commercial Bank of Ethiopia,Google Play
this ape is very active and past,5,2024-10-04,Commercial Bank of Ethiopia,Google Play
be is great way to use it,4,2024-10-04,Commercial Bank of Ethiopia,Google Play
the ape very nice but it stuck by now what is the reason,5,2024-10-04,Commercial Bank of Ethiopia,Google Play
it reliable fast and easy to use,5,2024-10-04,Commercial Bank of Ethiopia,Google Play
the ape is okay,5,2024-10-04,Commercial Bank of Ethiopia,Google Play
there is problem on application to transfer money and adjust please,3,2024-10-04,Commercial Bank of Ethiopia,Google Play
it make my life easy my time my energy,5,2024-10-04,Commercial Bank of Ethiopia,Google Play
am happy for the service,4,2024-10-03,Commercial Bank of Ethiopia,Google Play
good application commercial bank of ethiopia,5,2024-10-03,Commercial Bank of Ethiopia,Google Play
it is my best apes ever thank you be,5,2024-10-03,Commercial Bank of Ethiopia,Google Play
its very good application special with network connection however the service payment is expensive do it please justified with our economy label,3,2024-10-03,Commercial Bank of Ethiopia,Google Play
ape is not working for days now,1,2024-10-03,Commercial Bank of Ethiopia,Google Play
tax for the team,5,2024-10-02,Commercial Bank of Ethiopia,Google Play
interesting application any updates should have to included timely,5,2024-10-02,Commercial Bank of Ethiopia,Google Play
excellent an that is easy to use it the bank we trust and rely be thank you audi sarah,5,2024-10-01,Commercial Bank of Ethiopia,Google Play
double pin request is extremely mouthful keep working on security rate,5,2024-09-30,Commercial Bank of Ethiopia,Google Play
am satisfied for the application,5,2024-09-30,Commercial Bank of Ethiopia,Google Play
the increase in the amount of the daily exchange should be increased to et instead of et,4,2024-09-28,Commercial Bank of Ethiopia,Google Play
it the best asks,5,2024-09-28,Commercial Bank of Ethiopia,Google Play
fast and easy to use by far the best mobile banking application in,5,2024-09-27,Commercial Bank of Ethiopia,Google Play
it time consuming up for using electronic money every were,5,2024-09-27,Commercial Bank of Ethiopia,Google Play
very special ape,1,2024-09-27,Commercial Bank of Ethiopia,Google Play
it say and very fast to use and sync,5,2024-09-26,Commercial Bank of Ethiopia,Google Play
this ape sometimes,1,2024-09-26,Commercial Bank of Ethiopia,Google Play
verification code website,5,2024-09-26,Commercial Bank of Ethiopia,Google Play
the best way like it,5,2024-09-26,Commercial Bank of Ethiopia,Google Play
like it but can bring for us to link with paypal please,5,2024-09-26,Commercial Bank of Ethiopia,Google Play
please add the fingerprint security all most the ape is very good ape,5,2024-09-26,Commercial Bank of Ethiopia,Google Play
have been using this ape for log time since it come to existence and its its marvelous ape and usually enjoy its function and simplicity know pay everything with this ape and make my transaction all by this ape great job by be,4,2024-09-25,Commercial Bank of Ethiopia,Google Play
it good but it must add some especial item like statement or transaction list place,5,2024-09-25,Commercial Bank of Ethiopia,Google Play
this best ape,5,2024-09-25,Commercial Bank of Ethiopia,Google Play
fast and easy,5,2024-09-25,Commercial Bank of Ethiopia,Google Play
trust to use,5,2024-09-25,Commercial Bank of Ethiopia,Google Play
it the bast ape in mobile money to transfer to receive payment use it,5,2024-09-25,Commercial Bank of Ethiopia,Google Play
it is an interesting ape,3,2024-09-24,Commercial Bank of Ethiopia,Google Play
its easy to use,5,2024-09-23,Commercial Bank of Ethiopia,Google Play
it is very for more experience please upgrade it,5,2024-09-23,Commercial Bank of Ethiopia,Google Play
failed to give receipt or confirm payment,2,2024-09-23,Commercial Bank of Ethiopia,Google Play
the best,5,2024-09-23,Commercial Bank of Ethiopia,Google Play
faster and convertible be ape,5,2024-09-23,Commercial Bank of Ethiopia,Google Play
yes we can,3,2024-09-21,Commercial Bank of Ethiopia,Google Play
has not show recent exact information some transactions are included and others excluded bad experience always got in trouble by thinking the correct balance,1,2024-09-19,Commercial Bank of Ethiopia,Google Play
very bad application not working properly every time,1,2024-09-18,Commercial Bank of Ethiopia,Google Play
it safe ever,5,2024-09-18,Commercial Bank of Ethiopia,Google Play
it ask me update then was going to my branch they updated my mobile banking but still not working,1,2024-09-18,Commercial Bank of Ethiopia,Google Play
it ask kc for the rd time in one moths what wrong with your system if this thing keep going most of your customers start using other banks including my family and friends,1,2024-09-17,Commercial Bank of Ethiopia,Google Play
it true and is my favorite banks,5,2024-09-16,Commercial Bank of Ethiopia,Google Play
it is great ape,5,2024-09-16,Commercial Bank of Ethiopia,Google Play
this service is quality and very easy to use by any place any time also could have save my time just can say fantastic,5,2024-09-16,Commercial Bank of Ethiopia,Google Play
